end_date,t_end,A,B,sigma,r2
2018-04-25 16:29:59.999999712,8.752053,-0.281775,3.954955,0.349332,0.582380
2018-05-26 02:59:59.999999712,8.835387,-0.386621,4.096815,0.354493,0.585683
2018-06-25 13:29:59.999999776,8.918720,-0.454020,4.188186,0.357132,0.585632
2018-07-25 23:59:59.999999712,9.002053,-0.473466,4.220874,0.358679,0.580645
2018-08-25 10:29:59.999999648,9.085387,-0.498728,4.259880,0.360239,0.576207
2018-09-24 20:59:59.999999616,9.168720,-0.534090,4.308623,0.361385,0.573707
2018-10-25 07:29:59.999999680,9.252053,-0.568178,4.354502,0.362125,0.571255
2018-11-24 17:59:59.999999616,9.335387,-0.693866,4.502633,0.358824,0.585725
2018-12-25 04:29:59.999999552,9.418720,-0.896639,4.730208,0.345591,0.621357
2019-01-24 14:59:59.999999552,9.502053,-1.104923,4.961771,0.331822,0.655985
2019-02-24 01:29:59.999999616,9.585387,-1.283884,5.157041,0.319727,0.684135
2019-03-26 11:59:59.999999552,9.668720,-1.455363,5.343119,0.309162,0.707829
2019-04-25 22:29:59.999999552,9.752053,-1.603674,5.504625,0.301474,0.725240
2019-05-26 08:59:59.999999552,9.835387,-1.777385,5.696450,0.293279,0.744513
2019-06-25 19:29:59.999999552,9.918720,-2.010578,5.955785,0.280448,0.772855
2019-07-26 05:59:59.999999552,10.002053,-2.266381,6.240439,0.266369,0.801927
2019-08-25 16:29:59.999999552,10.085387,-2.503127,6.500595,0.252646,0.826543
2019-09-25 02:59:59.999999552,10.168720,-2.695723,6.709227,0.241365,0.844740
2019-10-25 13:29:59.999999552,10.252053,-2.826416,6.845648,0.234376,0.854332
2019-11-24 23:59:59.999999552,10.335387,-2.942215,6.965322,0.228440,0.862094
2019-12-25 10:29:59.999999488,10.418720,-2.984552,7.000000,0.224737,0.865939
2020-01-24 20:59:59.999999488,10.502053,-2.992648,7.000000,0.224497,0.864339
2020-02-24 07:29:59.999999552,10.585387,-2.998492,7.000000,0.224762,0.861680
2020-03-25 17:59:59.999999488,10.668720,-3.000000,6.992922,0.227649,0.854938
2020-04-25 04:29:59.999999488,10.752053,-2.975405,6.957188,0.231982,0.844479
2020-05-25 14:59:59.999999488,10.835387,-2.918255,6.889293,0.234243,0.836270
2020-06-25 01:29:59.999999488,10.918720,-2.840653,6.800450,0.236223,0.827535
2020-07-25 11:59:59.999999488,11.002053,-2.763729,6.712333,0.238575,0.817666
2020-08-24 22:29:59.999999424,11.085387,-2.685363,6.625751,0.239366,0.809688
2020-09-24 08:59:59.999999424,11.168720,-2.546496,6.475811,0.239793,0.798693
2020-10-24 19:29:59.999999488,11.252053,-2.403503,6.322860,0.239681,0.787788
2020-11-24 05:59:59.999999360,11.335387,-2.330818,6.246461,0.239228,0.781170
2020-12-24 16:29:59.999999360,11.418720,-2.301598,6.217601,0.239055,0.776258
2021-01-24 02:59:59.999999360,11.502053,-2.331210,6.254990,0.240528,0.773026
2021-02-23 13:29:59.999999360,11.585387,-2.353152,6.286565,0.242883,0.767770
2021-03-25 23:59:59.999999360,11.668720,-2.395004,6.340106,0.246367,0.762344
2021-04-25 10:29:59.999999360,11.752053,-2.426918,6.383915,0.249600,0.756608
2021-05-25 20:59:59.999999360,11.835387,-2.419914,6.385535,0.250681,0.751706
2021-06-25 07:29:59.999999360,11.918720,-2.392778,6.362214,0.250370,0.747280
2021-07-25 17:59:59.999999360,12.002053,-2.342185,6.313702,0.249723,0.741938
2021-08-25 04:29:59.999999296,12.085387,-2.289915,6.266979,0.248654,0.737466
2021-09-24 14:59:59.999999296,12.168720,-2.211726,6.194875,0.246903,0.731995
2021-10-25 01:29:59.999999360,12.252053,-2.139986,6.130731,0.245107,0.727491
2021-11-24 11:59:59.999999296,12.335387,-2.080520,6.079786,0.244032,0.722180
2021-12-24 22:29:59.999999296,12.418720,-1.982322,5.988276,0.241471,0.716855
2022-01-24 08:59:59.999999296,12.502053,-1.858704,5.870101,0.238614,0.709981
2022-02-23 19:29:59.999999296,12.585387,-1.713980,5.730296,0.235479,0.701966
2022-03-26 05:59:59.999999296,12.668720,-1.575607,5.597141,0.232474,0.694128
2022-04-25 16:29:59.999999232,12.752053,-1.410295,5.438925,0.228386,0.685608
2022-05-26 02:59:59.999999232,12.835387,-1.263943,5.296126,0.226765,0.673736
2022-06-25 13:29:59.999999296,12.918720,-1.138273,5.170150,0.228127,0.656408
2022-07-25 23:59:59.999999232,13.002053,-0.947801,4.980314,0.230152,0.631510
2022-08-25 10:29:59.999999232,13.085387,-0.826409,4.857798,0.231925,0.612301
2022-09-24 20:59:59.999999232,13.168720,-0.713344,4.742171,0.234807,0.591033
2022-10-25 07:29:59.999999232,13.252053,-0.611798,4.637192,0.237791,0.570023
2022-11-24 17:59:59.999999232,13.335387,-0.576661,4.594714,0.240093,0.556915
2022-12-25 04:29:59.999999168,13.418720,-0.678968,4.680211,0.236310,0.570200
2023-01-24 14:59:59.999999168,13.502053,-0.817138,4.800368,0.231410,0.588684
2023-02-24 01:29:59.999999232,13.585387,-0.895436,4.866457,0.229319,0.596198
2023-03-26 11:59:59.999999168,13.668720,-0.983176,4.941693,0.227304,0.603840
2023-04-25 22:29:59.999999168,13.752053,-1.035882,4.985788,0.226425,0.606351
2023-05-26 08:59:59.999999168,13.835387,-1.105474,5.044415,0.225034,0.611190
2023-06-25 19:29:59.999999168,13.918720,-1.101338,5.034473,0.225677,0.605370
2023-07-26 05:59:59.999999168,14.002053,-1.093824,5.022391,0.226081,0.600060
2023-08-25 16:29:59.999999040,14.085387,-1.073303,4.997683,0.227011,0.591878
2023-09-25 02:59:59.999999040,14.168720,-1.007086,4.929957,0.228793,0.578162
2023-10-25 13:29:59.999999168,14.252053,-0.939018,4.861696,0.230396,0.564070
2023-11-24 23:59:59.999999040,14.335387,-0.878094,4.802898,0.230743,0.553820
2023-12-25 10:29:59.999999040,14.418720,-0.698857,4.638348,0.228892,0.536909
2024-01-24 20:59:59.999999040,14.502053,-0.510844,4.466817,0.226439,0.520006
2024-02-24 07:29:59.999999040,14.585387,-0.294928,4.271372,0.222620,0.502556
2024-03-25 17:59:59.999999040,14.668720,-0.156114,4.149859,0.219431,0.491884
2024-04-25 04:29:59.999998912,14.752053,-0.067953,4.074542,0.217671,0.483548
2024-05-25 14:59:59.999998912,14.835387,-0.022008,4.036337,0.217079,0.476466
2024-06-25 01:29:59.999999040,14.918720,-0.056099,4.070236,0.217423,0.476697
2024-07-25 11:59:59.999998912,15.002053,-0.116840,4.126199,0.217547,0.479539
2024-08-24 22:29:59.999998912,15.085387,-0.148847,4.155984,0.217622,0.479627
2024-09-24 08:59:59.999998912,15.168720,-0.142981,4.151399,0.217611,0.475683
2024-10-24 19:29:59.999998912,15.252053,-0.074364,4.091854,0.216973,0.466668
2024-11-24 05:59:59.999998912,15.335387,-0.061511,4.084118,0.216994,0.462649
2024-12-24 16:29:59.999998912,15.418720,-0.014958,4.048632,0.216580,0.455707
2025-01-24 02:59:59.999998912,15.502053,0.021957,4.021459,0.216145,0.450391
2025-02-23 13:29:59.999998912,15.585387,0.031192,4.018182,0.216445,0.445806
2025-03-25 23:59:59.999998912,15.668720,0.184936,3.886409,0.213025,0.434085
2025-04-25 10:29:59.999998912,15.752053,0.393131,3.707190,0.208199,0.419004
2025-05-25 20:59:59.999998912,15.835387,0.491523,3.625942,0.206297,0.409654
2025-06-25 07:29:59.999998912,15.918720,0.590430,3.544879,0.204379,0.400151
2025-07-25 17:59:59.999998912,16.002053,0.703088,3.452436,0.201881,0.390434
2025-08-25 04:29:59.999998848,16.085387,0.759650,3.408997,0.200971,0.383860
2025-09-24 14:59:59.999998912,16.168720,0.881542,3.308390,0.198454,0.372506
2025-10-25 01:29:59.999998912,16.252053,1.000000,3.211086,0.195663,0.362172
2025-11-24 11:59:59.999998848,16.335387,1.000000,3.215483,0.194550,0.351574
2025-12-24 22:29:59.999998848,16.418720,1.000000,3.217577,0.194157,0.343843
2026-01-24 08:59:59.999998720,16.502053,1.000000,3.216758,0.193544,0.357964
2026-02-23 19:29:59.999998848,16.585387,0.882791,3.315211,0.191525,0.375855
2026-03-26 05:59:59.999998848,16.668720,0.691651,3.475815,0.187344,0.406292
