end_date,t_end,B,log_price,log_excess,momentum_6m
2015-04-25 22:29:59.999999872,5.752053,-5.710198,2.345858,-0.341264,0.223125
2015-05-26 08:59:59.999999872,5.835387,-4.335472,2.375199,-0.343669,0.270019
2015-06-25 19:29:59.999999872,5.918720,-1.406672,2.384388,-0.365774,0.526634
2015-07-26 05:59:59.999999872,6.002053,0.654249,2.464078,-0.316941,0.267394
2015-08-25 16:29:59.999999872,6.085387,0.517290,2.349355,-0.462096,0.550797
2015-09-25 02:59:59.999999872,6.168720,0.660547,2.372965,-0.468503,0.492914
2015-10-25 13:29:59.999999872,6.252053,0.601997,2.457421,-0.413662,0.410407
2015-11-24 23:59:59.999999840,6.335387,2.939396,2.510208,-0.390098,0.285813
2015-12-25 10:29:59.999999872,6.418720,5.909009,2.647705,-0.281442,0.358112
2016-01-24 20:59:59.999999872,6.502053,9.040914,2.597775,-0.359840,0.436190
2016-02-24 07:29:59.999999840,6.585387,9.398874,2.624753,-0.360969,0.274445
2016-03-25 17:59:59.999999872,6.668720,6.677552,2.619422,-0.394052,0.322794
2016-04-25 04:29:59.999999872,6.752053,2.716412,2.662624,-0.378259,0.307091
2016-05-25 14:59:59.999999840,6.835387,1.521530,2.653115,-0.414840,0.430945
2016-06-25 01:29:59.999999840,6.918720,5.197616,2.826761,-0.267938,0.240388
2016-07-25 11:59:59.999999840,7.002053,8.613452,2.815870,-0.305252,0.282401
2016-08-24 22:29:59.999999840,7.085387,7.871910,2.761976,-0.385258,0.608508
2016-09-24 08:59:59.999999840,7.168720,6.238748,2.780820,-0.392220,0.414414
2016-10-24 19:29:59.999999840,7.252053,3.664728,2.816170,-0.382377,0.588521
2016-11-24 05:59:59.999999840,7.335387,1.823851,2.868587,-0.355176,1.031889
2016-12-24 16:29:59.999999840,7.418720,3.467189,2.946955,-0.301739,0.920764
2017-01-24 02:59:59.999999840,7.502053,7.405031,2.957070,-0.316276,0.894973
2017-02-23 13:29:59.999999840,7.585387,9.441617,3.066230,-0.231498,1.145683
2017-03-25 23:59:59.999999776,7.668720,10.649637,2.988027,-0.333815,1.179543
2017-04-25 10:29:59.999999840,7.752053,9.410614,3.110430,-0.235265,1.270683
2017-05-25 20:59:59.999999840,7.835387,12.340940,3.384532,0.015239,1.067476
2017-06-25 07:29:59.999999776,7.918720,17.561463,3.407337,0.014695,1.483930
2017-07-25 17:59:59.999999840,8.002053,19.190463,3.404557,-0.011189,1.293206
2017-08-25 04:29:59.999999776,8.085387,21.793810,3.639071,0.200460,0.724036
2017-09-24 14:59:59.999999776,8.168720,23.040204,3.577798,0.116557,0.673220
2017-10-25 01:29:59.999999776,8.252053,19.520185,3.745772,0.262129,0.416245
2017-11-24 11:59:59.999999776,8.335387,20.044895,3.918270,0.412452,-0.089388
2017-12-24 22:29:59.999999776,8.418720,30.266143,4.149302,0.621529,-0.710771
2018-01-24 08:59:59.999999776,8.502053,30.479596,4.051160,0.501649,-0.276468
2018-02-23 19:29:59.999999776,8.585387,22.701783,4.001089,0.430051,-0.351152
2018-03-26 05:59:59.999999776,8.668720,12.578059,3.914408,0.322051,-0.210244
2018-04-25 16:29:59.999999776,8.752053,-2.461585,3.953894,0.340422,-0.288271
2018-05-26 02:59:59.999999776,8.835387,-11.362375,3.873576,0.239189,-0.561856
2018-06-25 13:29:59.999999776,8.918720,-11.653290,3.793917,0.138811,-0.425384
2018-07-25 23:59:59.999999776,9.002053,-7.676569,3.912926,0.237295,-0.717742
2018-08-25 10:29:59.999999776,9.085387,-6.797932,3.825513,0.129546,-0.447297
2018-09-24 20:59:59.999999744,9.168720,-4.556694,3.809286,0.093167,-0.420038
2018-10-25 07:29:59.999999744,9.252053,-5.139186,3.809759,0.073671,-0.182423
2018-11-24 17:59:59.999999744,9.335387,-3.445121,3.592648,-0.163229,0.656419
2018-12-25 04:29:59.999999744,9.418720,-10.904270,3.581225,-0.194266,1.019970
2019-01-24 14:59:59.999999744,9.502053,-15.475577,3.554055,-0.240876,0.872583
2019-02-24 01:29:59.999999744,9.585387,-16.237814,3.601865,-0.212338,0.820754
2019-03-26 11:59:59.999999744,9.668720,-12.715256,3.599267,-0.234040,0.656772
2019-04-25 22:29:59.999999744,9.752053,-2.443578,3.718547,-0.133700,0.442315
2019-05-26 08:59:59.999999744,9.835387,12.464968,3.920858,0.049831,-0.148380
2019-06-25 19:29:59.999999744,9.918720,20.878023,4.091210,0.201563,-0.459968
2019-07-26 05:59:59.999999744,10.002053,27.474223,3.990347,0.082235,-0.135407
2019-08-25 16:29:59.999999744,10.085387,25.737477,4.012242,0.085818,-0.052984
2019-09-25 02:59:59.999999744,10.168720,17.688402,3.927653,-0.016932,-0.203398
2019-10-25 13:29:59.999999744,10.252053,5.336245,3.939705,-0.022893,-0.122875
2019-11-24 23:59:59.999999744,10.335387,-3.328641,3.846668,-0.133797,0.201418
2019-12-25 10:29:59.999999744,10.418720,-9.917084,3.861226,-0.136962,0.209586
2020-01-24 20:59:59.999999744,10.502053,-8.034083,3.922643,-0.093127,0.130797
2020-02-24 07:29:59.999999744,10.585387,-1.737277,3.985750,-0.047464,0.151556
2020-03-25 17:59:59.999999744,10.668720,-0.970486,3.825954,-0.224567,0.393443
2020-04-25 04:29:59.999999744,10.752053,-3.683991,3.878267,-0.189425,0.474592
2020-05-25 14:59:59.999999744,10.835387,1.165051,3.947376,-0.137355,0.658490
2020-06-25 01:29:59.999999744,10.918720,2.202870,3.966019,-0.135622,0.819876
2020-07-25 11:59:59.999999744,11.002053,2.974143,3.988042,-0.130379,1.218512
2020-08-24 22:29:59.999999744,11.085387,11.565537,4.061528,-0.073547,1.268062
2020-09-24 08:59:59.999999744,11.168720,10.974167,4.022675,-0.128928,1.407433
2020-10-24 19:29:59.999999744,11.252053,6.555036,4.115563,-0.052447,1.190041
2020-11-24 05:59:59.999999744,11.335387,11.362859,4.276621,0.092327,0.637739
