end_date,t_end,A,B,x_bar,A_center,sigma,r2
2011-07-26 06:00:00.000000016,2.002053,-1.715499,8.990828,0.168245,-0.202837,0.263131,0.895386
2011-08-25 16:30:00.000000016,2.085387,-1.886039,9.710369,0.192672,-0.015122,0.234381,0.918364
2011-09-25 03:00:00.000000032,2.168720,-1.862869,9.346887,0.215674,0.153011,0.262350,0.882544
2011-10-25 13:30:00.000000032,2.252053,-1.623426,8.072995,0.237555,0.294352,0.326117,0.765133
2011-11-25 00:00:00.000000032,2.335387,-1.379742,6.828775,0.258292,0.384075,0.387142,0.601612
2011-12-25 10:30:00.000000032,2.418720,-0.933025,5.081360,0.278119,0.480197,0.411750,0.401327
2012-01-24 21:00:00.000000032,2.502053,-0.451707,3.486913,0.296729,0.582960,0.392296,0.241818
2012-02-24 07:30:00.000000048,2.585387,0.007074,2.052875,0.315139,0.654016,0.376081,0.099449
2012-03-25 18:00:00.000000048,2.668720,0.635775,0.242117,0.332229,0.716213,0.333329,0.001803
2012-04-25 04:30:00.000000064,2.752053,1.489063,-2.044209,0.348908,0.775822,0.216894,0.220600
2012-05-25 15:00:00.000000064,2.835387,1.790410,-2.770842,0.364999,0.779055,0.183969,0.400183
2012-06-25 01:30:00.000000064,2.918720,1.396346,-1.716231,0.380470,0.743371,0.177169,0.205283
2012-07-25 12:00:00.000000064,3.002053,0.769649,-0.130104,0.395435,0.718201,0.160397,0.001678
2012-08-24 22:30:00.000000064,3.085387,0.008485,1.728727,0.409646,0.716650,0.132551,0.289170
2012-09-24 09:00:00.000000080,3.168720,-0.588927,3.126519,0.423851,0.736252,0.100925,0.682461
2012-10-24 19:30:00.000000080,3.252053,-0.862565,3.749156,0.437165,0.776435,0.088654,0.790177
2012-11-24 06:00:00.000000080,3.335387,-0.774750,3.552344,0.450502,0.825589,0.085708,0.772774
2012-12-24 16:30:00.000000080,3.418720,-0.692665,3.385861,0.463027,0.875079,0.082899,0.757088
2013-01-24 03:00:00.000000112,3.502053,-0.975801,3.961473,0.475385,0.907425,0.066532,0.862834
2013-02-23 13:30:00.000000112,3.585387,-1.407220,4.856804,0.487421,0.960086,0.066222,0.899779
2013-03-26 00:00:00.000000112,3.668720,-2.089187,6.271456,0.498929,1.039822,0.107116,0.844975
2013-04-25 10:30:00.000000112,3.752053,-3.160571,8.452811,0.510506,1.154638,0.176781,0.774265
2013-05-25 21:00:00.000000112,3.835387,-3.934217,9.975646,0.521421,1.267294,0.190820,0.795856
2013-06-25 07:30:00.000000112,3.918720,-4.399073,10.848601,0.532417,1.376905,0.189170,0.816820
2013-07-25 18:00:00.000000112,4.002053,-4.495303,10.979822,0.542798,1.464517,0.188271,0.814661
2013-08-25 04:30:00.000000128,4.085387,-4.712949,11.316053,0.553093,1.545885,0.181542,0.828018
2013-09-24 15:00:00.000000112,4.168720,-4.849733,11.511684,0.563164,1.633238,0.179621,0.828526
2013-10-25 01:30:00.000000112,4.252053,-4.725202,11.251205,0.572991,1.721641,0.184165,0.808392
2013-11-24 12:00:00.000000112,4.335387,-4.844081,11.481591,0.582613,1.845248,0.193329,0.791355
2013-12-24 22:30:00.000000144,4.418720,-5.403521,12.498238,0.591866,1.993765,0.218627,0.771032
2014-01-24 09:00:00.000000112,4.502053,-5.261675,12.315583,0.601224,2.142749,0.216964,0.760747
2014-02-23 19:30:00.000000128,4.585387,-4.800153,11.580979,0.610091,2.265295,0.212248,0.738236
2014-03-26 06:00:00.000000160,4.668720,-4.389045,10.903010,0.618917,2.359011,0.212700,0.704850
2014-04-25 16:30:00.000000192,4.752053,-4.526850,11.054211,0.627577,2.410524,0.209082,0.709526
2014-05-26 03:00:00.000000160,4.835387,-4.326907,10.669613,0.636057,2.459578,0.218006,0.669302
2014-06-25 13:30:00.000000160,4.918720,-4.058854,10.212227,0.644384,2.521745,0.223574,0.627864
2014-07-26 00:00:00.000000192,5.002053,-2.877749,8.383917,0.652416,2.592055,0.226364,0.517883
2014-08-25 10:30:00.000000224,5.085387,-1.177141,5.802819,0.660562,2.655982,0.220963,0.341065
2014-09-24 21:00:00.000000192,5.168720,0.888448,2.715629,0.668302,2.703308,0.201642,0.116100
2014-10-25 07:30:00.000000192,5.252053,3.683987,-1.396553,0.676157,2.739698,0.133229,0.071273
2014-11-24 18:00:00.000000224,5.335387,5.297470,-3.737454,0.683625,2.742453,0.071819,0.646316
2014-12-25 04:30:00.000000224,5.418720,5.268132,-3.699608,0.691084,2.711394,0.068381,0.657400
2015-01-24 15:00:00.000000224,5.502053,5.520626,-4.080261,0.698424,2.670874,0.075799,0.646178
2015-02-24 01:30:00.000000224,5.585387,5.869296,-4.589308,0.705634,2.630924,0.080037,0.668374
2015-03-26 12:00:00.000000224,5.668720,6.024240,-4.802120,0.712734,2.601608,0.079226,0.684312
2015-04-25 22:30:00.000000224,5.752053,6.662590,-5.676935,0.719601,2.577460,0.067198,0.803138
2015-05-26 09:00:00.000000224,5.835387,7.209235,-6.408675,0.726585,2.552786,0.049600,0.902349
2015-06-25 19:30:00.000000224,5.918720,6.906528,-5.984328,0.733238,2.518589,0.054464,0.866321
2015-07-26 06:00:00.000000224,6.002053,5.937881,-4.661609,0.739896,2.488775,0.065003,0.727950
2015-08-25 16:30:00.000000224,6.085387,4.997859,-3.397222,0.746459,2.461971,0.064841,0.580953
2015-09-25 03:00:00.000000224,6.168720,4.339996,-2.527604,0.752918,2.436917,0.057943,0.484001
2015-10-25 13:30:00.000000224,6.252053,3.802713,-1.817607,0.759288,2.422625,0.057667,0.321083
2015-11-25 00:00:00.000000224,6.335387,2.601416,-0.236210,0.765560,2.420583,0.066353,0.005859
2015-12-25 10:30:00.000000256,6.418720,0.939615,1.925342,0.771749,2.425495,0.066885,0.271374
2016-01-24 21:00:00.000000256,6.502053,-0.010683,3.153987,0.777748,2.442323,0.065866,0.500627
2016-02-24 07:30:00.000000224,6.585387,-0.414409,3.668610,0.783860,2.461269,0.064621,0.578057
2016-03-25 18:00:00.000000256,6.668720,-1.094526,4.522565,0.789695,2.476921,0.056024,0.729474
2016-04-25 04:30:00.000000256,6.752053,-1.354367,4.842415,0.795545,2.497992,0.052980,0.771863
2016-05-25 15:00:00.000000256,6.835387,-1.468611,4.979454,0.801322,2.521535,0.052299,0.780478
2016-06-25 01:30:00.000000256,6.918720,-1.975716,5.615274,0.807018,2.555912,0.057611,0.784914
2016-07-25 12:00:00.000000256,7.002053,-2.710688,6.520064,0.812645,2.587811,0.055231,0.838392
2016-08-24 22:30:00.000000320,7.085387,-2.749616,6.559751,0.818107,2.616964,0.053931,0.843026
2016-09-24 09:00:00.000000320,7.168720,-2.025843,5.678956,0.823680,2.651800,0.053121,0.801723
2016-10-24 19:30:00.000000256,7.252053,-1.178484,4.659441,0.829006,2.684219,0.046444,0.776519
2016-11-24 06:00:00.000000320,7.335387,-1.128329,4.602177,0.834441,2.711916,0.044720,0.780972
2016-12-24 16:30:00.000000320,7.418720,-1.545013,5.097219,0.839637,2.734800,0.042088,0.828218
2017-01-24 03:00:00.000000320,7.502053,-2.177715,5.847985,0.844854,2.762980,0.041953,0.862444
2017-02-23 13:30:00.000000320,7.585387,-2.486006,6.215014,0.850014,2.796840,0.043613,0.864197
2017-03-26 00:00:00.000000320,7.668720,-2.897800,6.702667,0.855027,2.833162,0.047754,0.858422
2017-04-25 10:30:00.000000352,7.752053,-2.904375,6.713293,0.860148,2.870048,0.048186,0.853050
2017-05-25 21:00:00.000000320,7.835387,-3.652483,7.594672,0.865046,2.917259,0.062980,0.809593
2017-06-25 07:30:00.000000320,7.918720,-5.972991,10.279189,0.870050,2.970421,0.080622,0.822845
2017-07-25 18:00:00.000000352,8.002053,-7.748588,12.306285,0.874839,3.017428,0.070226,0.895646
2017-08-25 04:30:00.000000352,8.085387,-9.527802,14.334040,0.879652,3.081161,0.071073,0.917898
2017-09-24 15:00:00.000000416,8.168720,-10.957499,15.952686,0.884415,3.151299,0.070437,0.932053
2017-10-25 01:30:00.000000352,8.252053,-11.968343,17.088982,0.889124,3.225875,0.068374,0.942650
2017-11-24 12:00:00.000000352,8.335387,-13.468171,18.770128,0.893785,3.308283,0.067568,0.951843
2017-12-24 22:30:00.000000416,8.418720,-16.106910,21.726572,0.898319,3.410493,0.092716,0.932313
2018-01-24 09:00:00.000000352,8.502053,-17.815243,23.617720,0.902956,3.510521,0.088464,0.945947
2018-02-23 19:30:00.000000352,8.585387,-17.125203,22.830578,0.907396,3.591182,0.101119,0.924601
2018-03-26 06:00:00.000000416,8.668720,-15.464768,20.981232,0.911863,3.667245,0.121164,0.875991
2018-04-25 16:30:00.000000416,8.752053,-11.821139,16.978666,0.916287,3.736198,0.146094,0.757204
2018-05-26 03:00:00.000000416,8.835387,-8.758135,13.634917,0.920664,3.795042,0.154826,0.638294
2018-06-25 13:30:00.000000416,8.918720,-5.579706,10.174751,0.925000,3.831935,0.171964,0.437111
2018-07-26 00:00:00.000000416,9.002053,-1.341419,5.605688,0.929221,3.867504,0.168325,0.195184
2018-08-25 10:30:00.000000416,9.085387,2.296792,1.710382,0.933540,3.893503,0.155822,0.025050
2018-09-24 21:00:00.000000448,9.168720,5.636232,-1.840830,0.937680,3.910123,0.134625,0.037647
2018-10-25 07:30:00.000000448,9.252053,8.966768,-5.357204,0.941916,3.920730,0.095390,0.392895
2018-11-24 18:00:00.000000448,9.335387,11.232047,-7.735493,0.945977,3.914448,0.066644,0.730686
2018-12-25 04:30:00.000000448,9.418720,12.072338,-8.636222,0.950066,3.867361,0.067870,0.762887
2019-01-24 15:00:00.000000448,9.502053,11.832155,-8.397080,0.954118,3.820347,0.064985,0.764076
2019-02-24 01:30:00.000000448,9.585387,12.533984,-9.131511,0.958131,3.784798,0.063328,0.799232
2019-03-26 12:00:00.000000448,9.668720,12.307675,-8.891821,0.962110,3.752767,0.063178,0.787386
2019-04-25 22:30:00.000000448,9.752053,11.528719,-8.066065,0.965987,3.737008,0.073558,0.688302
2019-05-26 09:00:00.000000448,9.835387,8.465251,-4.885302,0.969957,3.726720,0.101918,0.292942
2019-06-25 19:30:00.000000448,9.918720,5.169603,-1.473450,0.973764,3.734810,0.130425,0.022114
2019-07-26 06:00:00.000000448,10.002053,1.085024,2.728705,0.977600,3.752607,0.151530,0.053419
2019-08-25 16:30:00.000000448,10.085387,-2.585902,6.474593,0.981405,3.768296,0.149316,0.243355
2019-09-25 03:00:00.000000512,10.168720,-5.671321,9.597356,0.985174,3.783749,0.134260,0.463443
2019-10-25 13:30:00.000000448,10.252053,-7.568354,11.487589,0.988914,3.791878,0.114473,0.624631
2019-11-25 00:00:00.000000448,10.335387,-8.922418,12.823346,0.992619,3.806274,0.096666,0.741889
2019-12-25 10:30:00.000000512,10.418720,-6.845644,10.716347,0.996294,3.830992,0.113302,0.588271
2020-01-24 21:00:00.000000448,10.502053,-4.571293,8.430220,0.999879,3.857904,0.119859,0.437308
2020-02-24 07:30:00.000000448,10.585387,-2.103544,5.976232,1.003552,3.893913,0.111371,0.307851
2020-03-25 18:00:00.000000512,10.668720,2.062166,1.840806,1.007077,3.915999,0.100980,0.048075
2020-04-25 04:30:00.000000512,10.752053,5.769745,-1.822678,1.010631,3.927691,0.079927,0.072508
2020-05-25 15:00:00.000000512,10.835387,7.055352,-3.072732,1.014157,3.939118,0.063682,0.255103
2020-06-25 01:30:00.000000512,10.918720,6.647909,-2.658905,1.017654,3.942064,0.065960,0.191266
2020-07-25 12:00:00.000000512,11.002053,5.054496,-1.095790,1.021124,3.935558,0.065555,0.038279
2020-08-24 22:30:00.000000512,11.085387,2.471768,1.431602,1.024510,3.938459,0.068919,0.057063
2020-09-24 09:00:00.000000512,11.168720,0.406010,3.438810,1.027981,3.941042,0.061815,0.299307
2020-10-24 19:30:00.000000448,11.252053,-0.516673,4.333453,1.031314,3.952479,0.061189,0.405373
2020-11-24 06:00:00.000000512,11.335387,-3.235309,6.967019,1.034732,3.973686,0.064577,0.608972
2020-12-24 16:30:00.000000512,11.418720,-5.569570,9.227989,1.038013,4.009205,0.076839,0.655267
2021-01-24 03:00:00.000000512,11.502053,-10.271914,13.764406,1.041324,4.061286,0.105140,0.691048
2021-02-23 13:30:00.000000512,11.585387,-16.199286,19.446302,1.044610,4.114524,0.104886,0.814632
2021-03-26 00:00:00.000000512,11.668720,-20.249894,23.320611,1.047819,4.185874,0.104143,0.863942
2021-04-25 10:30:00.000000512,11.752053,-22.503247,25.465807,1.051109,4.264087,0.103304,0.882902
2021-05-25 21:00:00.000000512,11.835387,-23.667879,26.552670,1.054269,4.325788,0.097983,0.899801
2021-06-25 07:30:00.000000512,11.918720,-21.722708,24.679082,1.057511,4.375700,0.120616,0.834530
2021-07-25 18:00:00.000000512,12.002053,-17.709814,20.866224,1.060626,4.421441,0.148684,0.700498
2021-08-25 04:30:00.000000512,12.085387,-15.257290,18.544737,1.063769,4.470020,0.156275,0.623678
2021-09-24 15:00:00.000000640,12.168720,-11.273150,14.806352,1.066890,4.523605,0.155343,0.511758
2021-10-25 01:30:00.000000512,12.252053,-6.737048,10.576607,1.069988,4.579799,0.137487,0.403628
2021-11-24 12:00:00.000000512,12.335387,-3.246321,7.340333,1.073066,4.630340,0.116628,0.307578
2021-12-24 22:30:00.000000640,12.418720,0.997421,3.407696,1.076071,4.664344,0.092113,0.131466
2022-01-24 09:00:00.000000512,12.502053,3.681928,0.920209,1.079155,4.674976,0.087517,0.011911
2022-02-23 19:30:00.000000512,12.585387,5.437902,-0.706746,1.082118,4.673119,0.086243,0.007171
2022-03-26 06:00:00.000000640,12.668720,5.389506,-0.668968,1.085110,4.663602,0.085858,0.006398
2022-04-25 16:30:00.000000640,12.752053,4.081135,0.525726,1.088082,4.653168,0.080567,0.004436
2022-05-26 03:00:00.000000640,12.835387,4.908764,-0.247585,1.091033,4.638641,0.084817,0.000884
2022-06-25 13:30:00.000000640,12.918720,9.401859,-4.365274,1.093966,4.626399,0.096090,0.173686
2022-07-26 00:00:00.000000640,13.002053,15.510570,-9.938186,1.096830,4.610070,0.087081,0.568229
2022-08-25 10:30:00.000000640,13.085387,18.611358,-12.752408,1.099770,4.586640,0.074710,0.742874
2022-09-24 21:00:00.000000640,13.168720,21.336197,-15.218180,1.102597,4.556683,0.062814,0.851745
2022-10-25 07:30:00.000000640,13.252053,22.400155,-16.174141,1.105498,4.519673,0.054529,0.894703
2022-11-24 18:00:00.000000640,13.335387,21.558013,-15.412328,1.108288,4.476720,0.055626,0.879801
2022-12-25 04:30:00.000000640,13.418720,21.124178,-15.018406,1.111105,4.437155,0.056110,0.871459
2023-01-24 15:00:00.000000704,13.502053,19.924510,-13.931392,1.113905,4.406263,0.063807,0.815808
2023-02-24 01:30:00.000000640,13.585387,16.929329,-11.231547,1.116686,4.387217,0.082858,0.628899
2023-03-26 12:00:00.000000640,13.668720,12.774979,-7.509390,1.119451,4.368588,0.094137,0.365610
2023-04-25 22:30:00.000000704,13.752053,6.429857,-1.849708,1.122152,4.354203,0.090507,0.036015
2023-05-26 09:00:00.000000640,13.835387,1.526272,2.507294,1.124926,4.346793,0.074780,0.090313
2023-06-25 19:30:00.000000640,13.918720,-1.228515,4.946112,1.127594,4.348692,0.062105,0.356205
2023-07-26 06:00:00.000000704,14.002053,-3.031240,6.540650,1.130289,4.361585,0.059724,0.508140
2023-08-25 16:30:00.000000704,14.085387,-4.739416,8.039669,1.132969,4.369276,0.049439,0.692348
2023-09-25 03:00:00.000000704,14.168720,-4.521144,7.837282,1.135631,4.379113,0.050640,0.669375
2023-10-25 13:30:00.000000704,14.252053,-4.213828,7.560800,1.138277,4.392460,0.052435,0.633247
2023-11-25 00:00:00.000000704,14.335387,-4.587893,7.892417,1.140907,4.416622,0.051146,0.662662
2023-12-25 10:30:00.000000704,14.418720,-4.411935,7.748662,1.143522,4.448831,0.050688,0.654502
2024-01-24 21:00:00.000000704,14.502053,-4.150364,7.529090,1.146078,4.478563,0.048219,0.661388
2024-02-24 07:30:00.000000704,14.585387,-5.372049,8.597333,1.148704,4.503742,0.051472,0.688297
2024-03-25 18:00:00.000000704,14.668720,-8.456415,11.287591,1.151230,4.538199,0.064767,0.703813
2024-04-25 04:30:00.000000704,14.752053,-12.021430,14.379224,1.153783,4.569070,0.061825,0.807895
2024-05-25 15:00:00.000000768,14.835387,-13.854748,15.959398,1.156321,4.599446,0.055161,0.864812
2024-06-25 01:30:00.000000704,14.918720,-14.652701,16.641817,1.158844,4.632576,0.052154,0.885497
2024-07-25 12:00:00.000000704,15.002053,-14.572082,16.558659,1.161354,4.658380,0.053770,0.876260
2024-08-24 22:30:00.000000832,15.085387,-12.844450,15.062734,1.163807,4.685673,0.062975,0.808572
2024-09-24 09:00:00.000000704,15.168720,-8.964353,11.728984,1.166328,4.715495,0.069009,0.678267
2024-10-24 19:30:00.000000704,15.252053,-5.168160,8.481658,1.168754,4.744814,0.061742,0.576616
2024-11-24 06:00:00.000000832,15.335387,-4.019729,7.508178,1.171247,4.774200,0.059250,0.533944
2024-12-24 16:30:00.000000832,15.418720,-4.716801,8.112813,1.173645,4.804764,0.062759,0.541095
2025-01-24 03:00:00.000000832,15.502053,-4.607018,8.027805,1.176070,4.834242,0.062120,0.539534
2025-02-23 13:30:00.000000832,15.585387,-3.917299,7.449161,1.178482,4.861403,0.059646,0.518380
2025-03-26 00:00:00.000000832,15.668720,-4.235668,7.712159,1.180841,4.871165,0.057946,0.548643
2025-04-25 10:30:00.000000832,15.752053,-4.533623,7.955382,1.183265,4.879704,0.056978,0.568202
2025-05-25 21:00:00.000000832,15.835387,-5.431742,8.710785,1.185598,4.895751,0.055712,0.620145
2025-06-25 07:30:00.000000832,15.918720,-6.604419,9.694103,1.187996,4.912140,0.052685,0.690991
2025-07-25 18:00:00.000000832,16.002053,-6.684068,9.760423,1.190304,4.933807,0.052434,0.693663
2025-08-25 04:30:00.000000832,16.085387,-6.019793,9.203747,1.192638,4.956945,0.051478,0.675113
2025-09-24 15:00:00.000000832,16.168720,-3.740481,7.297893,1.194960,4.980208,0.046960,0.607044
2025-10-25 01:30:00.000000832,16.252053,-1.332151,5.289453,1.197269,5.000745,0.039430,0.533830
2025-11-24 12:00:00.000000832,16.335387,0.941508,3.391213,1.199566,5.009492,0.039478,0.316040
2025-12-24 22:30:00.000000832,16.418720,2.368523,2.194872,1.201813,5.006350,0.046746,0.120209
2026-01-24 09:00:00.000000832,16.502053,3.661680,1.114463,1.204124,5.003631,0.050534,0.028960
2026-02-23 19:30:00.000000832,16.585387,6.663980,-1.385220,1.206348,4.992923,0.064298,0.027399
2026-03-26 06:00:00.000000832,16.668720,11.290832,-5.217223,1.208597,4.985312,0.064760,0.280474
