end_date,t_end,A,B,C1,W1,PHI1,D,C2,W2,PHI2,C3,W3,PHI3,sigma,r2
2021-09-24 15:00:00.000000448,12.168720,-2.627067,7.000000,0.128276,21.555358,-2.326298,0.010000,0.356475,10.378758,3.065451,0.519580,4.015503,0.893161,0.140956,0.975046
2021-10-25 01:30:00.000000448,12.252053,-2.611673,7.000000,0.159563,38.416999,-0.462857,0.160932,0.352796,10.572729,2.713203,0.530744,3.985814,0.989120,0.142482,0.973853
2021-11-24 12:00:00.000000512,12.335387,-2.654153,7.000000,0.136296,21.487651,-2.208069,0.010000,0.506783,4.229053,0.433425,0.362256,10.172649,-2.783979,0.139498,0.974147
2021-12-24 22:30:00.000000512,12.418720,-1.171451,5.032492,3.000000,8.127958,0.438444,1.124050,0.929230,16.938512,-3.141593,0.939329,17.569597,-1.113136,0.145505,0.970946
2022-01-24 09:00:00.000000512,12.502053,-1.633259,5.769175,0.122048,38.664444,-1.006610,0.010000,0.379461,4.490619,0.369800,0.327277,11.069555,1.721267,0.141462,0.971474
2022-02-23 19:30:00.000000512,12.585387,-0.773054,4.646533,0.146927,20.261699,0.335630,0.010000,0.257296,11.835275,0.249561,0.311716,5.713703,-1.439905,0.135366,0.973059
2022-03-26 06:00:00.000000640,12.668720,-0.248777,3.996099,1.290049,18.685651,3.074713,0.924244,0.372853,6.351075,-2.309349,0.280785,14.452699,1.411215,0.130170,0.974594
2022-04-25 16:30:00.000000640,12.752053,-0.075685,3.805319,2.622176,18.595921,3.141593,1.277081,0.391809,6.090945,-1.760032,0.298722,14.649226,0.934107,0.129322,0.974840
2022-05-26 03:00:00.000000640,12.835387,-0.189380,3.927708,1.789383,18.622449,3.141593,1.068151,0.379638,6.307272,-2.201251,0.292868,14.646763,0.998490,0.129576,0.974547
2022-06-25 13:30:00.000000640,12.918720,-0.741372,4.536801,0.200143,18.806501,3.141593,0.010000,0.333932,7.325378,1.925615,0.237556,13.730355,-3.141593,0.129538,0.974188
2022-07-26 00:00:00.000000704,13.002053,-0.842528,4.636057,0.354954,7.975749,0.683415,0.010000,1.477047,16.543024,1.189636,1.500000,15.944396,-0.834117,0.129287,0.973696
2022-08-25 10:30:00.000000704,13.085387,-0.557100,4.334553,0.912286,13.702433,-3.141593,0.686129,0.210584,18.852038,3.141593,0.330010,6.742283,-3.141593,0.130948,0.972422
2022-09-24 21:00:00.000000704,13.168720,-0.285645,4.019125,3.000000,17.031785,-0.652156,0.703010,0.850078,16.174957,-2.205038,0.377981,6.795419,-3.141593,0.129678,0.972404
2022-10-25 07:30:00.000000704,13.252053,-0.218277,3.963147,0.813321,6.793324,3.141593,0.358378,1.092943,17.050040,-0.023212,1.111128,16.382373,-1.953174,0.126186,0.973319
2022-11-24 18:00:00.000000768,13.335387,0.635088,3.000000,0.463090,15.619102,-0.545972,0.010000,0.494154,5.942296,-1.365999,0.420147,17.349267,-0.520526,0.123737,0.974120
2022-12-25 04:30:00.000000768,13.418720,0.640467,3.000000,0.254743,14.761543,0.892415,0.010000,0.489903,5.740300,-0.967640,0.207044,18.702434,3.141593,0.122594,0.974611
2023-01-24 15:00:00.000000768,13.502053,-0.424619,4.179009,0.246890,14.541089,1.367164,0.010000,0.200356,18.986414,2.595584,0.357000,6.776774,3.141593,0.122279,0.974764
2023-02-24 01:30:00.000000768,13.585387,-1.577652,5.461342,1.236451,9.116712,-1.591920,0.747049,0.273434,18.706310,-3.141593,0.267675,15.498260,-0.241449,0.122506,0.974700
2023-03-26 12:00:00.000000832,13.668720,-1.864516,5.767443,3.000000,18.885292,2.343987,1.141470,0.375486,15.738582,-1.089485,0.242327,9.814732,-3.141593,0.122341,0.974753
2023-04-25 22:30:00.000000832,13.752053,-0.796173,4.616269,0.876449,6.749664,-3.141593,0.525948,0.163240,20.596011,-0.679447,0.203183,14.284950,1.578271,0.125117,0.973523
2023-05-26 09:00:00.000000832,13.835387,-2.214527,6.157268,1.833773,14.414222,2.446155,0.434807,0.336844,18.802935,3.141593,0.645822,12.700533,-3.134629,0.124296,0.973752
2023-06-25 19:30:00.000000832,13.918720,-0.812123,4.620163,0.169636,20.780085,-0.954462,0.010000,0.293064,6.725580,-3.141593,0.217973,13.527281,3.141593,0.126782,0.972640
2023-07-26 06:00:00.000000832,14.002053,-2.045653,5.969226,3.000000,14.621568,1.259716,1.265507,0.181493,9.804367,-3.141593,0.223949,19.968729,0.694069,0.125807,0.973021
2023-08-25 16:30:00.000000960,14.085387,-2.331417,6.281842,1.969957,18.509214,3.127104,0.544482,0.297637,12.086070,-1.428373,0.709749,16.926071,3.134557,0.124652,0.973399
2023-09-25 03:00:00.000000960,14.168720,-2.321174,6.270636,0.528922,11.896244,-0.887559,0.302794,0.599629,18.677485,3.141593,0.594653,17.094728,3.141593,0.124821,0.973108
2023-10-25 13:30:00.000000960,14.252053,-2.167624,6.108637,2.997251,11.411069,0.263314,1.170973,0.477286,17.190873,3.038893,0.545053,18.724337,3.141245,0.124886,0.972745
2023-11-25 00:00:00.000000960,14.335387,-2.378444,6.289288,0.138034,32.323852,0.932358,0.010000,0.238253,17.628421,0.186910,0.162641,7.775543,1.770059,0.115383,0.976475
2023-12-25 10:30:00.000001088,14.418720,-2.088308,5.992955,3.000000,7.906141,1.397379,1.340287,0.138293,32.826195,-0.319577,0.240286,18.288002,-1.351941,0.103310,0.980922
2024-01-24 21:00:00.000001088,14.502053,-2.697830,6.591649,0.143692,33.285305,-1.370403,0.010000,0.249096,18.042400,-0.822879,0.187640,6.644649,-1.833539,0.099099,0.982132
2024-02-24 07:30:00.000001088,14.585387,-2.215545,6.090701,3.000000,6.606932,-2.021054,1.282407,0.140385,33.676099,-2.307937,0.250011,18.311296,-1.460837,0.094897,0.983261
2024-03-25 18:00:00.000001088,14.668720,-2.479864,6.337829,3.000000,6.068390,-0.727096,1.223816,0.141118,34.016138,-3.141593,0.254872,18.494615,-1.890718,0.091534,0.984183
2024-04-25 04:30:00.000001088,14.752053,-2.876887,6.706291,2.999984,5.461807,0.724821,1.132144,0.140683,34.272249,2.510186,0.258839,18.634567,-2.218236,0.089840,0.984466
2024-05-25 15:00:00.000001088,14.835387,-3.000000,6.889383,0.140863,34.008265,3.141593,0.010000,0.216618,6.328794,-1.025402,0.254224,18.546116,-2.018875,0.092093,0.983280
2024-06-25 01:30:00.000001088,14.918720,-3.000000,6.826645,3.000000,5.452816,0.780385,1.109597,0.138031,34.372416,2.254999,0.260138,18.754318,-2.500884,0.089149,0.983942
2024-07-25 12:00:00.000001088,15.002053,-3.000000,6.887303,0.145197,34.112030,2.899244,0.010000,0.256998,18.440542,-1.767432,0.215740,6.182739,-0.685556,0.091220,0.982737
2024-08-24 22:30:00.000001152,15.085387,-3.000000,6.819290,3.000000,5.314688,1.072802,1.101386,0.260379,18.706676,-2.394395,0.139745,34.502296,1.958257,0.089130,0.983034
2024-09-24 09:00:00.000001152,15.168720,-2.999712,6.823940,2.084036,5.265609,1.213538,0.946747,0.263268,18.651418,-2.263692,0.142331,34.739333,1.390255,0.088116,0.982794
2024-10-24 19:30:00.000001152,15.252053,-2.352961,6.263130,0.151107,7.215980,3.103762,0.010000,0.270503,18.320746,-1.479896,0.147659,34.905136,0.990963,0.086171,0.982942
2024-11-24 06:00:00.000001152,15.335387,-1.916299,5.845577,0.287975,18.092385,-0.923898,0.010000,0.149184,35.017664,0.706752,0.117484,9.046605,-1.265815,0.085460,0.982735
2024-12-24 16:30:00.000001280,15.418720,-1.809699,5.744596,0.118373,9.839729,-3.139539,0.010000,0.147655,35.070361,0.571502,0.289626,18.012210,-0.719593,0.085765,0.982228
2025-01-24 03:00:00.000001280,15.502053,-1.817249,5.752541,0.118445,9.843333,-3.136043,0.010000,0.290283,18.044457,-0.791585,0.146095,35.076270,0.555848,0.085994,0.981707
2025-02-23 13:30:00.000001280,15.585387,-1.817362,5.752983,0.118023,9.847882,-3.141593,0.010000,0.145055,35.090689,0.521491,0.290739,18.069237,-0.848754,0.086057,0.981121
2025-03-26 00:00:00.000001280,15.668720,-1.763021,5.700333,0.163168,35.087755,0.525018,0.043980,0.294862,17.952175,-0.570117,0.116818,10.257144,2.153134,0.086231,0.980416
2025-04-25 10:30:00.000001280,15.752053,-1.808016,5.742574,0.118440,9.838548,3.141410,0.010000,0.288621,17.986646,-0.660459,0.148670,35.011815,0.702396,0.086719,0.979437
2025-05-25 21:00:00.000001344,15.835387,-1.817988,5.751685,0.152857,34.938517,0.878880,0.010000,0.113967,9.655509,-2.712991,0.285408,18.018219,-0.741359,0.086781,0.978680
2025-06-25 07:30:00.000001344,15.918720,-2.999730,6.831695,2.582108,5.682842,0.257278,1.049616,0.262848,18.478072,-1.827663,0.147790,34.859257,1.055596,0.086685,0.978100
2025-07-25 18:00:00.000001344,16.002053,-0.996057,4.945314,2.999997,19.410850,2.198363,1.034006,0.118970,31.135524,-2.600192,0.086245,39.283210,-3.141589,0.087296,0.977177
2025-08-25 04:30:00.000001344,16.085387,-2.249294,6.135319,2.999999,7.123853,3.141593,1.301118,0.263727,18.335746,-1.475592,0.149012,34.849147,1.055636,0.086777,0.976690
2025-09-24 15:00:00.000001472,16.168720,-2.913172,6.782997,0.396950,19.017371,3.141593,0.183602,0.145472,34.444440,2.063958,0.229011,4.537935,3.141344,0.087880,0.975128
2025-10-25 01:30:00.000001472,16.252053,-0.946018,4.907556,3.000000,22.911958,2.674838,1.376493,0.331691,20.428159,-0.442946,0.147878,34.546030,1.843916,0.087705,0.974210
2025-11-24 12:00:00.000001472,16.335387,-0.914064,4.875564,0.040291,40.000000,2.066146,0.010000,0.244420,19.406855,2.174040,0.150338,33.651143,-2.405532,0.086246,0.973931
2025-12-24 22:30:00.000001472,16.418720,-0.293406,4.283403,2.983059,34.282877,2.411619,1.249716,0.238898,20.217671,0.254277,0.060267,7.758104,-1.216247,0.087158,0.972112
2026-01-24 09:00:00.000001472,16.502053,-0.749860,4.720084,0.049470,40.000000,2.304926,0.010000,0.228297,19.534637,1.878587,0.154366,33.823114,-2.927602,0.087109,0.970829
2026-02-23 19:30:00.000001536,16.585387,-0.661321,4.634849,0.055190,40.000000,2.295700,0.010000,0.219993,19.653820,1.600306,0.154445,33.692171,-2.653168,0.090174,0.967156
2026-03-26 06:00:00.000001472,16.668720,-0.575188,4.551345,0.060394,40.000000,2.252429,0.010000,0.153638,33.481961,-2.172342,0.212996,19.832749,1.180157,0.093287,0.963001
