end_date,t_end,A,B,sigma,r2
2018-04-25 16:30:00.000000352,8.752053,-2.914399,7.000000,0.281627,0.668708
2018-05-26 03:00:00.000000288,8.835387,-2.893501,7.000000,0.280530,0.666832
2018-06-25 13:30:00.000000288,8.918720,-2.881497,7.000000,0.278461,0.663107
2018-07-26 00:00:00.000000352,9.002053,-2.871470,7.000000,0.275413,0.658391
2018-08-25 10:30:00.000000352,9.085387,-2.859138,7.000000,0.269011,0.652441
2018-09-24 21:00:00.000000448,9.168720,-2.846622,7.000000,0.260154,0.643563
2018-10-25 07:30:00.000000384,9.252053,-2.835560,7.000000,0.249788,0.630810
2018-11-24 18:00:00.000000384,9.335387,-2.827801,7.000000,0.242088,0.602683
2018-12-25 04:30:00.000000448,9.418720,-2.830356,7.000000,0.245611,0.518643
2019-01-24 15:00:00.000000384,9.502053,-2.758771,6.918630,0.251983,0.397224
2019-02-24 01:30:00.000000384,9.585387,-1.003315,5.029422,0.255628,0.249644
2019-03-26 12:00:00.000000448,9.668720,0.708503,3.204063,0.248418,0.122680
2019-04-25 22:30:00.000000448,9.752053,0.913192,3.000000,0.229518,-0.000862
2019-05-26 09:00:00.000000448,9.835387,0.925098,3.000000,0.217617,-0.136106
2019-06-25 19:30:00.000000448,9.918720,0.935226,3.000000,0.213510,-0.221383
2019-07-26 06:00:00.000000448,10.002053,0.950082,3.000000,0.208161,-0.311035
2019-08-25 16:30:00.000000448,10.085387,0.958481,3.000000,0.206304,-0.368336
2019-09-25 03:00:00.000000448,10.168720,0.962470,3.000000,0.205615,-0.399141
2019-10-25 13:30:00.000000448,10.252053,0.960059,3.000000,0.205968,-0.457844
2019-11-25 00:00:00.000000448,10.335387,0.952297,3.000000,0.204365,-0.426095
2019-12-25 10:30:00.000000448,10.418720,0.929756,3.000000,0.186002,-0.350086
2020-01-24 21:00:00.000000448,10.502053,0.908130,3.000000,0.163385,-0.209648
2020-02-24 07:30:00.000000448,10.585387,0.896850,3.000000,0.152239,-0.057065
2020-03-25 18:00:00.000000448,10.668720,0.880603,3.000000,0.143584,0.036789
2020-04-25 04:30:00.000000448,10.752053,0.867462,3.000000,0.140304,0.071732
2020-05-25 15:00:00.000000448,10.835387,0.856748,3.000000,0.130887,0.197429
2020-06-25 01:30:00.000000448,10.918720,0.818519,3.032983,0.127294,0.267394
2020-07-25 12:00:00.000000448,11.002053,0.443414,3.402816,0.124156,0.321377
2020-08-24 22:30:00.000000448,11.085387,-0.170111,4.011623,0.120458,0.407522
2020-09-24 09:00:00.000000512,11.168720,-0.634434,4.467466,0.116281,0.474470
2020-10-24 19:30:00.000000448,11.252053,-1.087203,4.909725,0.112193,0.534689
2020-11-24 06:00:00.000000448,11.335387,-1.720967,5.535296,0.110998,0.595491
2020-12-24 16:30:00.000000448,11.418720,-1.898033,5.720012,0.114402,0.592191
2021-01-24 03:00:00.000000448,11.502053,-2.571342,6.399067,0.132409,0.572428
2021-02-23 13:30:00.000000448,11.585387,-3.000000,6.839631,0.151081,0.550685
2021-03-26 00:00:00.000000448,11.668720,-3.000000,6.863531,0.172126,0.534401
2021-04-25 10:30:00.000000448,11.752053,-3.000000,6.884379,0.190937,0.528018
2021-05-25 21:00:00.000000512,11.835387,-3.000000,6.897969,0.201948,0.536572
2021-06-25 07:30:00.000000448,11.918720,-3.000000,6.901287,0.203470,0.557673
2021-07-25 18:00:00.000000448,12.002053,-3.000000,6.898785,0.201793,0.585117
2021-08-25 04:30:00.000000512,12.085387,-3.000000,6.902485,0.204102,0.605619
2021-09-24 15:00:00.000000448,12.168720,-3.000000,6.907768,0.207416,0.616765
2021-10-25 01:30:00.000000448,12.252053,-3.000000,6.919258,0.211905,0.617408
2021-11-24 12:00:00.000000512,12.335387,-3.000000,6.931967,0.217027,0.616819
2021-12-24 22:30:00.000000512,12.418720,-3.000000,6.944141,0.215459,0.615447
2022-01-24 09:00:00.000000512,12.502053,-3.000000,6.952327,0.212405,0.610777
2022-02-23 19:30:00.000000512,12.585387,-3.000000,6.956044,0.210961,0.600514
2022-03-26 06:00:00.000000512,12.668720,-3.000000,6.964433,0.202254,0.592388
2022-04-25 16:30:00.000000512,12.752053,-3.000000,6.975083,0.190451,0.581477
2022-05-26 03:00:00.000000512,12.835387,-3.000000,6.976638,0.187885,0.534984
2022-06-25 13:30:00.000000512,12.918720,-3.000000,6.973326,0.193194,0.428068
2022-07-26 00:00:00.000000512,13.002053,-1.487608,5.564879,0.202295,0.249117
2022-08-25 10:30:00.000000512,13.085387,0.748778,3.493867,0.203598,0.112967
2022-09-24 21:00:00.000000640,13.168720,1.000000,3.262741,0.200450,-0.049315
2022-10-25 07:30:00.000000512,13.252053,1.000000,3.261748,0.199922,-0.294719
2022-11-24 18:00:00.000000512,13.335387,1.000000,3.255555,0.209503,-0.535302
2022-12-25 04:30:00.000000640,13.418720,1.000000,3.243455,0.225067,-0.686396
2023-01-24 15:00:00.000000512,13.502053,1.000000,3.225412,0.236814,-0.700937
2023-02-24 01:30:00.000000512,13.585387,1.000000,3.207180,0.238657,-0.703805
2023-03-26 12:00:00.000000640,13.668720,1.000000,3.186332,0.234390,-0.693593
2023-04-25 22:30:00.000000640,13.752053,1.000000,3.167285,0.224095,-0.682557
2023-05-26 09:00:00.000000640,13.835387,1.000000,3.149657,0.216177,-0.671281
2023-06-25 19:30:00.000000640,13.918720,1.000000,3.136870,0.215090,-0.660766
2023-07-26 06:00:00.000000640,14.002053,1.000000,3.127564,0.213905,-0.648804
2023-08-25 16:30:00.000000640,14.085387,1.000000,3.112820,0.207938,-0.623502
2023-09-25 03:00:00.000000640,14.168720,1.000000,3.096219,0.200442,-0.603856
2023-10-25 13:30:00.000000640,14.252053,1.000000,3.078505,0.186025,-0.579409
2023-11-25 00:00:00.000000640,14.335387,1.000000,3.063137,0.162696,-0.500799
2023-12-25 10:30:00.000000640,14.418720,1.000000,3.053130,0.145364,-0.319890
2024-01-24 21:00:00.000000704,14.502053,1.000000,3.045767,0.132506,-0.111860
2024-02-24 07:30:00.000000640,14.585387,1.000000,3.041608,0.124416,0.084126
2024-03-25 18:00:00.000000640,14.668720,-0.430037,4.301292,0.122577,0.293197
2024-04-25 04:30:00.000000704,14.752053,-2.959270,6.521199,0.107497,0.551187
2024-05-25 15:00:00.000000640,14.835387,-3.000000,6.552205,0.094722,0.703738
2024-06-25 01:30:00.000000640,14.918720,-3.000000,6.552989,0.093996,0.747784
2024-07-25 12:00:00.000000704,15.002053,-3.000000,6.555069,0.095578,0.754979
2024-08-24 22:30:00.000000704,15.085387,-3.000000,6.555772,0.096084,0.765402
2024-09-24 09:00:00.000000704,15.168720,-3.000000,6.558174,0.096258,0.765765
2024-10-24 19:30:00.000000704,15.252053,-3.000000,6.562319,0.096219,0.764326
2024-11-24 06:00:00.000000704,15.335387,-3.000000,6.570858,0.097080,0.762032
2024-12-24 16:30:00.000000704,15.418720,-3.000000,6.583823,0.097987,0.758009
2025-01-24 03:00:00.000000704,15.502053,-3.000000,6.595277,0.097114,0.759692
2025-02-23 13:30:00.000000704,15.585387,-3.000000,6.603422,0.098832,0.755307
2025-03-26 00:00:00.000000704,15.668720,-3.000000,6.608598,0.096887,0.756546
2025-04-25 10:30:00.000000704,15.752053,-3.000000,6.611191,0.096397,0.754400
2025-05-25 21:00:00.000000832,15.835387,-3.000000,6.617310,0.095836,0.753661
2025-06-25 07:30:00.000000704,15.918720,-3.000000,6.624435,0.093504,0.756559
2025-07-25 18:00:00.000000832,16.002053,-3.000000,6.631074,0.092526,0.756316
2025-08-25 04:30:00.000000832,16.085387,-3.000000,6.638972,0.087930,0.764438
2025-09-24 15:00:00.000000704,16.168720,-3.000000,6.647623,0.076306,0.789974
2025-10-25 01:30:00.000000832,16.252053,-3.000000,6.655254,0.062895,0.824497
2025-11-24 12:00:00.000000832,16.335387,-3.000000,6.657687,0.058659,0.816448
2025-12-24 22:30:00.000000704,16.418720,-3.000000,6.656034,0.061670,0.757641
2026-01-24 09:00:00.000000832,16.502053,-1.900330,5.730005,0.063746,0.679583
2026-02-23 19:30:00.000000832,16.585387,-0.281327,4.368018,0.072125,0.487144
2026-03-26 06:00:00.000000704,16.668720,0.756435,3.491794,0.082047,0.317563
