end_date,t_end,A,B,C1,W1,PHI1,D,C2,W2,PHI2,C3,W3,PHI3,C4,W4,PHI4,sigma,r2
2020-09-24 09:00:00.000000256,11.168720,-1.011705,4.835087,1.871920,7.284440,1.853689,1.098407,0.114131,31.057207,3.103128,0.222390,11.081926,1.572589,0.109008,22.051060,3.141593,0.105700,0.989758
2020-10-24 19:30:00.000000320,11.252053,-1.706457,5.750805,0.107254,22.413553,2.414108,0.010000,0.290389,4.371209,0.123578,0.108169,30.927167,-2.944701,0.370899,9.631905,-1.923263,0.110128,0.988571
2020-11-24 06:00:00.000000320,11.335387,-2.237452,6.374944,0.732702,3.504267,1.546092,0.344404,0.082632,20.912512,-0.475973,0.088716,24.344409,-1.566534,0.378250,9.627473,-1.999360,0.123233,0.985204
2020-12-24 16:30:00.000000320,11.418720,-1.252697,5.156113,0.981876,6.430981,3.141593,0.701068,0.116855,21.121612,-1.377372,0.115763,31.105598,3.121792,0.265546,10.909329,2.086692,0.108538,0.988161
2021-01-24 03:00:00.000000320,11.502053,-0.849525,4.615198,1.175199,8.566514,-0.203989,0.607432,0.127394,23.012909,0.650872,0.114427,19.973522,1.797464,0.112438,38.410601,-0.448590,0.119955,0.985296
2021-02-23 13:30:00.000000448,11.585387,-1.673548,5.728957,0.524041,8.075155,3.141593,0.010000,0.486566,10.161893,3.141593,0.111315,22.033205,-3.141593,0.643814,6.302981,3.141593,0.136923,0.980463
2021-03-26 00:00:00.000000448,11.668720,-2.617039,7.000000,0.126258,31.535185,2.417411,0.010000,0.126626,20.873872,-1.027762,0.348195,10.577205,2.726160,0.527626,4.104849,0.768938,0.114343,0.986117
2021-04-25 10:30:00.000000448,11.752053,-2.182494,6.317646,3.000000,5.346078,-1.379864,1.101674,0.098469,22.661106,1.990264,1.499949,13.368423,-2.332380,1.312148,13.855166,-0.041182,0.135092,0.980168
2021-05-25 21:00:00.000000448,11.835387,-2.613655,7.000000,0.360293,10.465477,2.880338,0.010000,0.128537,38.075049,0.125456,0.526588,3.923231,1.092719,0.127268,21.774381,-2.740605,0.111491,0.986124
2021-06-25 07:30:00.000000448,11.918720,-1.375729,5.301973,3.000000,7.232869,1.913029,1.158753,0.128962,31.100400,-3.045546,1.441491,15.738140,2.716617,1.500000,15.280560,0.374454,0.123621,0.982354
2021-07-25 18:00:00.000000448,12.002053,-2.556225,6.925409,0.127627,38.312360,-0.331874,0.010000,0.130627,21.997140,-3.141593,0.356391,10.413757,2.955552,0.513298,3.882340,1.168087,0.112324,0.984949
2021-08-25 04:30:00.000000448,12.085387,-2.620743,6.998510,0.136230,21.897808,-2.923616,0.010000,0.521159,3.882344,1.138595,0.126968,38.332452,-0.371085,0.355810,10.322121,3.133463,0.111332,0.984852
2021-09-24 15:00:00.000000448,12.168720,-2.623330,6.999910,0.130738,31.711414,2.125512,0.106481,0.134602,21.411605,-2.014786,0.351361,10.364131,3.082197,0.520555,3.977970,0.969172,0.120080,0.981890
2021-10-25 01:30:00.000000448,12.252053,-2.630512,6.998459,0.126171,38.363895,-0.461523,0.010000,0.135116,21.823797,-2.772471,0.515374,3.973671,0.950680,0.358378,10.324611,3.141593,0.110879,0.984165
2021-11-24 12:00:00.000000512,12.335387,-2.630364,7.000000,0.125460,38.349605,-0.447818,0.010000,0.133718,21.764803,-2.661494,0.357651,10.327509,3.141593,0.516823,3.977214,0.948204,0.111278,0.983549
2021-12-24 22:30:00.000000512,12.418720,-2.628997,7.000000,0.125238,38.357128,-0.466858,0.010000,0.133631,21.737444,-2.604875,0.517765,3.967394,0.969009,0.357005,10.327135,3.141593,0.111304,0.982999
2022-01-24 09:00:00.000000512,12.502053,-1.434078,5.398305,2.943952,10.741199,3.141593,1.220543,0.134074,21.316173,-1.807488,0.226867,12.900938,-2.826484,0.292952,6.309858,-3.141593,0.136027,0.973624
2022-02-23 19:30:00.000000512,12.585387,-2.450383,6.896265,0.120689,38.416500,-0.591369,0.010000,0.576414,3.409457,2.165006,0.333332,10.472079,2.791321,0.140887,21.264342,-1.577962,0.109281,0.982441
2022-03-26 06:00:00.000000640,12.668720,-0.794558,4.735226,0.115955,38.156674,-0.047026,0.010000,0.277602,11.401222,0.996366,0.145242,20.782512,-0.623448,0.333458,4.823382,0.192742,0.106409,0.983023
2022-04-25 16:30:00.000000640,12.752053,-0.748999,4.676659,0.115959,38.129764,0.009950,0.010000,0.145745,20.763074,-0.588415,0.333064,4.879700,0.115357,0.274513,11.464048,0.874565,0.105827,0.983151
2022-05-26 03:00:00.000000640,12.835387,-0.658158,4.529810,0.150363,20.590908,-0.268929,0.010000,0.258344,11.767559,0.318310,0.321256,5.389496,-0.770463,0.113177,38.073528,0.109651,0.106252,0.982886
2022-06-25 13:30:00.000000640,12.918720,-0.688690,4.519643,0.112517,37.945497,0.358900,0.010000,0.151411,20.194208,0.492948,0.238429,12.221937,-0.476191,0.312211,6.183460,-2.244328,0.107338,0.982277
2022-07-26 00:00:00.000000704,13.002053,0.023043,3.640333,2.401997,11.316297,1.232637,0.292489,0.188526,18.835155,3.133996,1.371303,10.445055,-0.206678,0.569106,6.985092,-3.132718,0.129644,0.973550
2022-08-25 10:30:00.000000704,13.085387,-1.006752,4.837787,0.109437,37.584347,1.136391,0.010000,0.236097,12.822622,-1.330795,0.173322,19.213611,2.450364,0.312349,7.672618,1.086869,0.108133,0.981194
2022-09-24 21:00:00.000000704,13.168720,-0.915602,4.730179,0.485360,18.794482,3.141593,0.447754,0.317627,7.605857,1.319752,0.107527,37.549671,1.206779,0.253355,13.720235,3.141593,0.108022,0.980852
2022-10-25 07:30:00.000000704,13.252053,0.613556,3.000001,0.299273,10.233537,-0.099517,0.010424,0.179202,18.729962,3.104664,0.622674,6.734564,-2.858748,0.356663,13.541424,3.141593,0.125792,0.973485
2022-11-24 18:00:00.000000768,13.335387,-0.494373,4.309236,3.000000,6.751892,3.141593,1.057501,0.103330,36.791260,2.949861,0.189647,18.762061,-3.141593,0.201775,14.942769,0.534090,0.102547,0.982225
2022-12-25 04:30:00.000000768,13.418720,-0.380402,4.139670,0.104552,36.974599,2.524181,0.010000,0.222435,13.654446,-3.064655,0.180256,18.837254,3.130616,0.366162,6.746291,3.141593,0.102656,0.982198
2023-01-24 15:00:00.000000768,13.502053,-0.795914,4.639838,3.000000,6.740521,3.141593,1.132954,0.184928,14.550818,0.957008,0.110311,32.582868,0.105081,0.164384,20.998772,-1.480687,0.100547,0.982937
2023-02-24 01:30:00.000000768,13.585387,-1.995558,5.920870,1.382521,10.530663,1.730927,0.774070,0.117516,33.051658,-0.962224,0.202326,13.895792,-3.136571,0.199672,20.386135,-0.113966,0.097998,0.983810
2023-03-26 12:00:00.000000832,13.668720,-1.878039,5.783934,3.000000,15.148939,0.571663,1.132031,0.301422,18.797773,3.141593,0.000000,14.956052,0.351554,0.228191,9.792059,-3.141593,0.122570,0.974658
2023-04-25 22:30:00.000000832,13.752053,-1.959968,5.877163,0.128143,34.202342,2.643681,0.010000,0.173437,21.297446,-2.098891,0.217106,9.697286,-3.084025,0.235701,13.715962,2.955691,0.094734,0.984821
2023-05-26 09:00:00.000000832,13.835387,-2.062726,5.985574,3.000000,21.428932,-2.572046,1.365891,0.192787,9.821635,-3.141593,0.242166,15.144914,-0.135024,0.130830,34.258809,2.561837,0.092225,0.985549
2023-06-25 19:30:00.000000832,13.918720,-1.040557,4.872312,0.262364,6.719285,3.140722,0.010000,0.130164,34.203527,2.669044,0.223759,13.573624,2.912283,0.163377,21.815837,3.141593,0.094763,0.984715
2023-07-26 06:00:00.000000832,14.002053,-1.862673,5.780035,3.000000,12.598015,-1.116653,1.149654,0.199467,20.632465,-0.553633,0.129630,33.720088,-2.485312,0.194016,9.530799,-3.141593,0.093315,0.985157
2023-08-25 16:30:00.000000960,14.085387,-1.387919,5.270931,0.133957,34.011308,3.141593,0.010000,0.587551,9.469458,-3.141593,0.188986,20.748960,-0.753715,0.574313,11.155747,2.310137,0.093234,0.985118
2023-09-25 03:00:00.000000960,14.168720,-1.732527,5.634025,3.000000,21.049708,-1.623070,1.333267,0.269266,9.655883,-3.120622,0.301742,13.681818,3.115666,0.133366,34.338483,2.407546,0.091856,0.985436
2023-10-25 13:30:00.000000960,14.252053,-1.978619,5.899293,3.000000,9.090919,-1.278392,1.351062,0.162750,16.420051,3.141593,0.143591,21.696176,3.141593,0.118489,32.929013,-0.667145,0.099928,0.982550
2023-11-25 00:00:00.000000960,14.335387,0.780021,3.000000,3.000000,10.525801,3.141593,1.003687,0.204040,20.396521,0.035554,0.533808,6.209242,-2.639499,0.129639,34.005849,-3.141593,0.091893,0.985079
2023-12-25 10:30:00.000001088,14.418720,-2.497750,6.377785,3.000000,40.000000,1.418534,1.706036,0.144596,33.285397,-1.307790,0.248188,17.678341,-0.004635,0.185490,6.472217,-1.588376,0.089501,0.985681
2024-01-24 21:00:00.000001088,14.502053,-2.588956,6.492910,0.227703,40.000000,1.589626,0.522400,0.252216,18.039518,-0.800374,0.135006,32.741240,-0.188998,0.177706,7.214675,3.141593,0.087364,0.986114
2024-02-24 07:30:00.000001088,14.585387,-2.877350,6.733174,3.000000,40.000000,1.121227,1.795065,0.227736,5.587653,0.532546,0.253270,17.916108,-0.576164,0.149095,33.881539,-2.699550,0.085229,0.986498
2024-03-25 18:00:00.000001088,14.668720,-1.581125,5.451236,2.795695,10.574267,3.141583,1.248957,0.210993,7.204995,1.918091,0.137184,34.003605,-3.141593,0.228690,19.381192,2.346389,0.090407,0.984570
2024-04-25 04:30:00.000001088,14.752053,-2.442489,6.322269,3.000000,6.666524,-2.000743,1.267557,0.255752,18.622853,-2.149224,0.057495,40.000000,1.698066,0.132018,33.081969,-1.078583,0.084019,0.986414
2024-05-25 15:00:00.000001088,14.835387,-3.000000,6.900028,0.063450,40.000000,1.723365,0.010000,0.131124,32.881314,-0.618846,0.256531,18.531043,-1.938253,0.208407,6.549228,-1.470562,0.084407,0.985955
2024-06-25 01:30:00.000001088,14.918720,-3.000000,6.901602,0.261907,32.895339,-0.656074,0.304314,0.259440,18.556101,-1.989237,0.207308,6.576125,-1.520882,0.063407,40.000000,1.646007,0.084259,0.985655
2024-07-25 12:00:00.000001088,15.002053,-3.000000,6.897058,3.000000,11.214717,3.141593,1.695475,0.136225,34.608824,1.714571,0.267236,18.696453,-2.417949,0.241498,7.227311,-3.141593,0.089033,0.983555
2024-08-24 22:30:00.000001152,15.085387,-2.997616,6.888122,2.783224,7.351629,3.141392,1.072508,0.278924,18.480107,-1.948729,0.087075,11.894238,2.853973,0.137078,34.767714,1.352425,0.088998,0.983084
2024-09-24 09:00:00.000001152,15.168720,-2.545021,6.453119,0.056484,40.000000,1.634640,0.036586,0.167984,7.223856,3.141593,0.133497,33.463619,-1.923245,0.261314,18.254029,-1.308984,0.085474,0.983810
2024-10-24 19:30:00.000001152,15.252053,-2.152040,6.045946,3.000000,7.137509,3.141593,1.340638,0.061888,31.286604,-3.141593,0.260540,18.633900,-2.195428,0.111423,36.581089,-2.911966,0.084851,0.983461
2024-11-24 06:00:00.000001152,15.335387,-2.399605,6.310044,0.245751,40.000000,1.614240,0.738737,0.133430,33.993698,3.141593,0.151396,7.208887,3.141593,0.267268,18.315700,-1.461146,0.083140,0.983659
2024-12-24 16:30:00.000001280,15.418720,-2.134006,6.031159,3.000000,7.143719,3.141593,1.360465,0.264664,18.758216,-2.479344,0.057991,30.672357,-1.712375,0.118295,36.673032,-3.141593,0.084159,0.982887
2025-01-24 03:00:00.000001280,15.502053,-2.395224,6.313071,0.042915,26.998924,0.631702,0.010000,0.142728,36.014603,-1.592552,0.144086,7.269236,3.080952,0.280724,18.832751,-2.656121,0.084390,0.982383
2025-02-23 13:30:00.000001280,15.585387,-2.344547,6.261913,0.045571,28.611955,-3.114752,0.010031,0.139500,7.243899,3.110401,0.274539,18.737350,-2.439165,0.135963,36.274165,-2.217881,0.084204,0.981925
2025-03-26 00:00:00.000001280,15.668720,-1.751464,5.689139,0.046302,28.684556,-3.141593,0.106716,0.286712,18.340848,-1.499107,0.138705,36.058781,-1.743701,0.102374,9.849514,3.141593,0.085003,0.980969
2025-04-25 10:30:00.000001280,15.752053,-3.000000,6.883526,3.000000,28.625657,-3.141593,1.724859,0.269502,19.101253,2.956857,0.135844,36.618067,3.141593,0.215825,5.219356,1.597951,0.086148,0.979707
2025-05-25 21:00:00.000001344,15.835387,-1.894878,5.823745,0.138292,31.395279,-3.141593,0.334082,0.270685,18.476538,-1.851386,0.103887,8.368574,0.330857,0.110805,36.612412,-3.141593,0.085724,0.979196
2025-06-25 07:30:00.000001344,15.918720,-2.217808,6.108701,3.000000,7.138734,3.135895,1.325441,0.151203,35.001276,0.728998,0.127585,20.510643,3.055471,0.381441,19.070603,3.141530,0.086478,0.978204
2025-07-25 18:00:00.000001344,16.002053,-2.209006,6.099172,3.000000,7.145512,3.101265,1.326343,0.392841,19.060541,3.141593,0.137632,20.435353,3.136050,0.151054,34.967082,0.796463,0.086526,0.977578
2025-08-25 04:30:00.000001344,16.085387,-1.944272,5.845635,3.000000,7.097186,3.141139,1.415978,0.284592,19.036603,3.141593,0.036410,23.057317,3.141593,0.149873,34.882573,1.006686,0.087242,0.976439
2025-09-24 15:00:00.000001472,16.168720,-2.241388,6.143073,2.239342,9.909351,3.043193,0.888785,0.145151,20.813243,-1.193353,0.272491,13.832234,3.141274,0.147771,33.981516,-3.141593,0.087781,0.975184
2025-10-25 01:30:00.000001472,16.252053,-0.895248,4.856370,2.797159,24.691812,-3.008252,1.545062,0.222891,19.179582,2.600853,0.153465,31.365997,3.141593,0.070145,40.000000,1.557773,0.083915,0.976390
2025-11-24 12:00:00.000001472,16.335387,-0.876665,4.838848,0.157747,31.612644,2.454176,0.010000,0.069097,40.000000,1.664084,0.236527,19.296687,2.301701,0.068357,24.770863,-3.141593,0.083685,0.975456
2025-12-24 22:30:00.000001472,16.418720,-0.841754,4.807628,0.051296,39.659425,-3.141593,0.010000,0.107435,21.207439,-1.896261,0.147144,33.905167,3.141593,0.147921,18.309854,-1.619148,0.085427,0.973209
2026-01-24 09:00:00.000001472,16.502053,0.244459,3.758635,0.118790,5.965053,3.141593,0.010000,0.138307,33.240423,-1.570317,0.065209,39.541918,-3.141509,0.236048,20.141086,0.455632,0.084319,0.972668
2026-02-23 19:30:00.000001536,16.585387,-0.237466,4.231336,0.113981,37.446016,1.724959,0.010000,0.088931,11.151450,3.141593,0.225266,21.648046,-3.141593,0.118926,31.675084,1.733283,0.084243,0.971334
2026-03-26 06:00:00.000001472,16.668720,0.350672,3.666156,3.000000,31.323462,2.768951,1.336748,0.242850,21.641411,-3.141593,0.126067,8.533403,3.141593,0.088349,38.740611,-1.598536,0.083541,0.970327
