t0_date,weighting,n_samples,beta_ols,beta_qr,alpha_ols,r2_var,r2_fixed,sigma_var,sigma_fixed
2014-09-29,log_density,3846,2.588960011383214,2.6443698304439334,2.2307266869399562,0.953635832365465,0.9146051799638024,0.20887672802199828,0.20887672802199828
2014-09-29,unweighted,3846,2.5590819426920177,2.6419616070135703,2.242246785209874,0.9149354051158354,0.9149354051158354,0.20847246953153478,0.20847246953153478
2014-09-29,1_over_t,3846,2.5369476994254194,2.5358227711083803,2.255911709893146,0.934768427236091,0.9148551228490214,0.20857082240901675,0.20857082240901675
2014-10-06,log_density,3839,2.577891891880714,2.631024199208202,2.244315854022457,0.9527731104490241,0.9136727768391493,0.2090827510598615,0.2090827510598615
2014-10-06,unweighted,3839,2.5477849001274477,2.6308132991750455,2.2551726885143695,0.914041917204134,0.914041917204134,0.20863524698986674,0.20863524698986674
2014-10-06,1_over_t,3839,2.524902419478029,2.5237235111069047,2.269304755177244,0.9337315405053195,0.9139556154790804,0.2087399553780307,0.2087399553780307
2014-10-13,log_density,3832,2.566736213398913,2.629709330454105,2.2580752510158795,0.9516627934098609,0.9127193939892753,0.20930138448539087,0.20930138448539087
2014-10-13,unweighted,3832,2.5365159857869393,2.6061080343472582,2.2680568302636623,0.9131358313483798,0.9131358313483798,0.20880147313543757,0.20880147313543757
2014-10-13,1_over_t,3832,2.512843959547896,2.524273815313964,2.2826803909962092,0.932665183553726,0.913042916798574,0.20891311588724462,0.20891311588724462
2014-10-20,log_density,3825,2.555929148678562,2.6319228780586457,2.271553075495605,0.9504137219071849,0.9117809043012014,0.20951008212845762,0.20951008212845762
2014-10-20,unweighted,3825,2.525568913166536,2.6050829316817072,2.280657178370942,0.9122502673474642,0.9122502673474642,0.20895199753007215,0.20895199753007215
2014-10-20,1_over_t,3825,2.5014747548112477,2.519652245313466,2.2955427214268735,0.9316496877733427,0.9121534209989007,0.20906727228330568,0.20906727228330568
2014-10-27,log_density,3818,2.5461268599281626,2.62492640049971,2.2840960510279387,0.9493177041550762,0.910870105439781,0.20969783414910736,0.20969783414910736
2014-10-27,unweighted,3818,2.5149911372577414,2.595849220732809,2.292935597128605,0.9113940428362792,0.9113940428362792,0.20908058627861173,0.20908058627861173
2014-10-27,1_over_t,3818,2.4909233573237586,2.521680904935062,2.3078040033521607,0.9307101918873293,0.9112968176758205,0.20919526434841554,0.20919526434841554
2014-11-03,log_density,3811,2.5378909585259435,2.6088958747777014,2.295290487003518,0.9484707512502537,0.9100868652679971,0.20979576389405177,0.20979576389405177
2014-11-03,unweighted,3811,2.505471217749869,2.5779941746641697,2.304326591101312,0.9106679342261885,0.9106679342261885,0.20911675630969134,0.20911675630969134
2014-11-03,1_over_t,3811,2.4828584437897945,2.5077882409073116,2.3182920620365994,0.930116751362002,0.9105816092510173,0.20921777065242758,0.20921777065242758
2014-11-10,log_density,3804,2.5315583926655942,2.6046686514623563,2.3049376695757826,0.9478413618061443,0.9094875186297506,0.20975466807979962,0.20975466807979962
2014-11-10,unweighted,3804,2.497225821208226,2.5702609029332137,2.3146555698276994,0.9101329521262347,0.9101329521262347,0.2090054625530453,0.2090054625530453
2014-11-10,1_over_t,3804,2.4778738608345727,2.49941555849845,2.3266017323287245,0.9300656719054897,0.910069393297493,0.2090793594636998,0.2090793594636998
2014-11-17,log_density,3797,2.522586679684313,2.5895826837989,2.316375327758878,0.9469455155135296,0.9086725672926457,0.20985534657906924,0.20985534657906924
2014-11-17,unweighted,3797,2.487478118818901,2.5664896419251626,2.326206963620937,0.90935819006049,0.90935819006049,0.209066138679336,0.209066138679336
2014-11-17,1_over_t,3797,2.469348768133819,2.507362920980885,2.337399614928627,0.9293900535738253,0.9093021095456745,0.2091308037811787,0.2091308037811787
2014-11-24,log_density,3790,2.5132061067306144,2.585378834399208,2.327914322313531,0.9461396417222294,0.9078254876471883,0.2099644534549236,0.2099644534549236
2014-11-24,unweighted,3790,2.4774743828744277,2.5563170994739863,2.337953439083888,0.9085376736059985,0.9085376736059985,0.20915173583917152,0.20915173583917152
2014-11-24,1_over_t,3790,2.460207523810078,2.5016276037916736,2.3486168571434085,0.928610003469811,0.9084865358015615,0.2092101974287507,0.2092101974287507
2014-12-01,log_density,3783,2.5044409169192132,2.574924758577346,2.338919476616377,0.945484649922928,0.9070413534118011,0.210027604355327,0.210027604355327
2014-12-01,unweighted,3783,2.4679976841185325,2.534310666022634,2.349251731076137,0.9077799958589219,0.9077799958589219,0.20919150834273287,0.20919150834273287
2014-12-01,1_over_t,3783,2.4523051709784864,2.484778352347444,2.3589470030445825,0.9280078843442611,0.9077375586885622,0.20923963496503475,0.20923963496503475
2014-12-08,log_density,3776,2.4962649849204666,2.5592642047010905,2.3493050831143387,0.9450129309789898,0.9063029747807977,0.2100521765025356,0.2100521765025356
2014-12-08,unweighted,3776,2.458848742888682,2.5345855869491363,2.360266866453397,0.9070613519349188,0.9070613519349188,0.20920037560031374,0.20920037560031374
2014-12-08,1_over_t,3776,2.445198650307456,2.473063085880515,2.368707084559692,0.9275288992316717,0.9070291164141122,0.20923665274951428,0.20923665274951428
2014-12-15,log_density,3769,2.4897035639318488,2.55879130752147,2.3583310175316208,0.9448574056803345,0.9057181059719392,0.2099643633450479,0.2099643633450479
2014-12-15,unweighted,3769,2.4507038495971227,2.5172169058018987,2.3704460157632075,0.9064975992673867,0.9064975992673867,0.20909460194833396,0.20909460194833396
2014-12-15,1_over_t,3769,2.440527732843925,2.466764784170831,2.3767508223242655,0.9274984959464597,0.9064796581329558,0.20911466140347565,0.20911466140347565
2014-12-22,log_density,3762,2.483352977534097,2.535340378152892,2.3672554163856385,0.9446823356803125,0.9051600925730677,0.20985456928039453,0.20985456928039453
2014-12-22,unweighted,3762,2.4427704355245927,2.511220602557467,2.3804408317646755,0.9059671457998564,0.9059671457998564,0.20895976845610365,0.20895976845610365
2014-12-22,1_over_t,3762,2.4364547245055683,2.460709655589742,2.384377049436611,0.927599216141668,0.9059602668827799,0.20896741147962128,0.20896741147962128
2014-12-29,log_density,3755,2.4765467281609688,2.525466596211798,2.3766270655361925,0.944373522843214,0.9045150450393864,0.20980531414115147,0.20980531414115147
2014-12-29,unweighted,3755,2.434392413821084,2.4933345382934675,2.39078831278544,0.9053567863518354,0.9053567863518354,0.20887850461942645,0.20887850461942645
2014-12-29,1_over_t,3755,2.4314225963111253,2.4452462886812327,2.3926785046216863,0.9275189720211287,0.9053553038716211,0.20888014053723675,0.20888014053723675
2015-01-05,log_density,3748,2.4693537132882746,2.5082876311031956,2.3863317956680685,0.943980741319262,0.9038208126650704,0.20978650636177146,0.20978650636177146
2015-01-05,unweighted,3748,2.425770334642842,2.4835433102672937,2.4013231616631923,0.904699668746266,0.904699668746266,0.2088258241628042,0.2088258241628042
2015-01-05,1_over_t,3748,2.425888852851042,2.440362936884611,2.4013307469155585,0.9273462605956769,0.9046996477156394,0.20882584720436984,0.20882584720436984
2015-01-12,log_density,3741,2.462428185418227,2.4936745133991742,2.395721959203204,0.9436951942573504,0.9031490104472781,0.20974559590328798,0.20974559590328798
2015-01-12,unweighted,3741,2.4172941941764026,2.472266612906438,2.4117262945342905,0.9040607676915468,0.9040607676915468,0.20875598662873246,0.20875598662873246
2015-01-12,1_over_t,3741,2.420779775167559,2.4252138009944613,2.4096844652884193,0.9272606453955737,0.9040584114975129,0.20875855005653174,0.20875855005653174
2015-01-19,log_density,3734,2.4538063545266056,2.4846021224952395,2.406352365742709,0.9432628021696525,0.9023134518220607,0.20979670495606167,0.20979670495606167
2015-01-19,unweighted,3734,2.4077102067926583,2.466935236736729,2.423021042342942,0.9032458979746958,0.9032458979746958,0.20879301920039553,0.20879301920039553
2015-01-19,1_over_t,3734,2.4131223478501087,2.4095366635442286,2.4198202248891794,0.9267399168949613,0.9032402817546534,0.20879907894617583,0.20879907894617583
2015-01-26,log_density,3727,2.4445015570476665,2.4765678875316013,2.4173818794953053,0.9427803271210142,0.9014515870224666,0.2098526592600132,0.2098526592600132
2015-01-26,unweighted,3727,2.3979366154270605,2.450629829149534,2.4344553121168593,0.9023911063392558,0.9023911063392558,0.20884993995580473,0.20884993995580473
2015-01-26,1_over_t,3727,2.4050420260722647,2.3967529977390853,2.430241727730252,0.9261397740166627,0.9023814175983665,0.20886030500895808,0.20886030500895808
2015-02-02,log_density,3720,2.434619431089275,2.4571424766101124,2.4287860445002196,0.9422586735956416,0.9005119254315219,0.20994201044207805,0.20994201044207805
2015-02-02,unweighted,3720,2.3876315755668553,2.440290779667441,2.4463070318390847,0.9014527582785119,0.9014527582785119,0.20894696889548078,0.20894696889548078
2015-02-02,1_over_t,3720,2.395722450289931,2.3824649200595154,2.441517707775867,0.9253496808486713,0.9014400811849933,0.20896040790725717,0.20896040790725717
2015-02-09,log_density,3713,2.4246077655465954,2.450363100265551,2.4403286293758577,0.9416999962564154,0.8995217755780774,0.21005427508321342,0.21005427508321342
2015-02-09,unweighted,3713,2.3770803958684352,2.436109998249581,2.4583422934433816,0.9004687692194289,0.9004687692194289,0.20906206515687162,0.20906206515687162
2015-02-09,1_over_t,3713,2.38581446583056,2.373094482085346,2.453188759376364,0.9244652646312125,0.900453822790932,0.20907776180747936,0.20907776180747936
2015-02-16,log_density,3706,2.4147294428061477,2.4386274266344685,2.4517897599011316,0.9411180032975863,0.8985253523740738,0.21016742574099798,0.21016742574099798
2015-02-16,unweighted,3706,2.3666256281830984,2.426943448408519,2.470281717272759,0.8994821692851777,0.8994821692851777,0.2091742317283989,0.2091742317283989
2015-02-16,1_over_t,3706,2.376119702810774,2.3561070112753484,2.4646936061731077,0.9235943373452455,0.8994643241008173,0.20919279851921363,0.20919279851921363
2015-02-23,log_density,3699,2.4056428522053777,2.4336902193407095,2.462641329691049,0.9405880422579332,0.8975851060231184,0.2102519033721786,0.2102519033721786
2015-02-23,unweighted,3699,2.3567375821693592,2.414383255387037,2.4817435284521663,0.8985572499098184,0.8985572499098184,0.20925164622798717,0.20925164622798717
2015-02-23,1_over_t,3699,2.3677675249982655,2.3432308010092227,2.475247384922665,0.922904553777804,0.8985330526096843,0.20927660130352543,0.20927660130352543
2015-03-02,log_density,3692,2.3966907752302964,2.4191094960959996,2.473575286516638,0.9400008107971134,0.8965964666780668,0.21036505561935784,0.21036505561935784
2015-03-02,unweighted,3692,2.3467228908134854,2.3942226656289733,2.493292332254182,0.8976021533563302,0.8976021533563302,0.20933956718988536,0.20933956718988536
2015-03-02,1_over_t,3692,2.3591390458048305,2.3488341418363756,2.4859823222873634,0.9221650966325892,0.8975712945237526,0.20937110832206202,0.20937110832206202
2015-03-09,log_density,3685,2.387103918870593,2.4126389366036918,2.4850143615716207,0.9393239988099823,0.8955335849222754,0.21050646337917736,0.21050646337917736
2015-03-09,unweighted,3685,2.3362455213816813,2.387856426846332,2.505200370857981,0.8965728393924295,0.8965728393924295,0.2094567643037026,0.2094567643037026
2015-03-09,1_over_t,3685,2.3494349674182655,2.336282161334781,2.497453567702236,0.9212651458965089,0.8965376569118948,0.20949238638742962,0.20949238638742962
2015-03-16,log_density,3678,2.377482487819888,2.4076761136298552,2.4966167545680586,0.9386734186728791,0.8944189211815611,0.2106733509283179,0.2106733509283179
2015-03-16,unweighted,3678,2.325598195471808,2.3834668693189087,2.517228779828752,0.8955058263015294,0.8955058263015294,0.20958615654946722,0.20958615654946722
2015-03-16,1_over_t,3678,2.339321804186869,2.3083326263383945,2.5091927560587703,0.9202937513189301,0.8954672924020297,0.20962479711281168,0.20962479711281168
2015-03-23,log_density,3671,2.3672914648147914,2.4041047763932397,2.508647473576393,0.9380382773960249,0.8932660930674401,0.2108480570666436,0.2108480570666436
2015-03-23,unweighted,3671,2.314747172939929,2.3935501677400133,2.5294043796606607,0.8943973743976255,0.8943973743976255,0.20972768260039973,0.20972768260039973
2015-03-23,1_over_t,3671,2.32871445705614,2.308476270001,2.5212576406241145,0.9192426323419733,0.8943569259191084,0.2097678442604647,0.2097678442604647
2015-03-30,log_density,3664,2.3568597742099264,2.390758632901573,2.5208175805780653,0.9374316065789944,0.8920878469615754,0.21102569034371368,0.21102569034371368
2015-03-30,unweighted,3664,2.3038050517230575,2.394715211529956,2.5416353424354985,0.8932602752154529,0.8932602752154529,0.20987619900738064,0.20987619900738064
2015-03-30,1_over_t,3664,2.3178682861455457,2.308682591178947,2.5334687930215876,0.9181421208284033,0.8932186793163885,0.20991708883947327,0.20991708883947327
2015-04-06,log_density,3657,2.3468729749788695,2.4130958738419537,2.5326388499088175,0.936758668624259,0.8908574565522673,0.21122296310602476,0.21122296310602476
