t0_date,weighting,n_fit,n_holdout,beta_ols,beta_qr,alpha_ols,r2_fit,r2_holdout,sigma_fit,sigma_holdout
2009-01-26,log_density,1150,5747,5.723419153769342,5.621532380232999,-2.2486563040282697,0.9987366909972702,0.9618455850738047,0.0566196640181467,0.30059074005147707
2009-01-26,unweighted,5747,0,,,,,,,
2009-01-26,1_over_t,5747,0,,,,,,,
2009-02-02,log_density,1150,5747,5.704183785264391,5.601458299558636,-2.223960222686088,0.9987547923877095,0.9619293000222134,0.055623420081517445,0.3002607945312245
2009-02-02,unweighted,5747,0,,,,,,,
2009-02-02,1_over_t,5747,0,,,,,,,
2009-02-09,log_density,1150,5747,5.675368020382519,5.581317288228731,-2.1923211402525675,0.9987631580908141,0.9620112609136149,0.055058365742521834,0.29993741064357277
2009-02-09,unweighted,5747,0,,,,,,,
2009-02-09,1_over_t,5747,0,,,,,,,
2009-02-16,log_density,1150,5747,5.649379832844295,5.561107907534524,-2.163451231243173,0.9987727242556427,0.9620913885683017,0.05438922966418269,0.29962092254389106
2009-02-16,unweighted,5747,0,,,,,,,
2009-02-16,1_over_t,5747,0,,,,,,,
2009-02-23,log_density,1150,5747,5.617298037047007,5.540828669547377,-2.12983590489268,0.9987754098668389,0.9621696001366464,0.05393298172437557,0.2993116798573708
2009-02-23,unweighted,5747,0,,,,,,,
2009-02-23,1_over_t,5747,0,,,,,,,
2009-03-02,log_density,1150,5747,5.590747205391388,5.520478034756762,-2.1001943113867405,0.9987929813519769,0.9622458088904526,0.05326604401656209,0.2990100485043718
2009-03-02,unweighted,5747,0,,,,,,,
2009-03-02,1_over_t,5747,0,,,,,,,
2009-03-09,log_density,1150,5747,5.568256203201642,5.500054409561364,-2.0742472625228103,0.9987871523241304,0.9623199239997537,0.05258929770998571,0.2987164115784118
2009-03-09,unweighted,5747,0,,,,,,,
2009-03-09,1_over_t,5747,0,,,,,,,
2009-03-16,log_density,1150,5747,5.539452797151,5.479556143601769,-2.0432494496376705,0.9987709666199028,0.9623918502938378,0.05226123794024623,0.2984311702808416
2009-03-16,unweighted,5747,0,,,,,,,
2009-03-16,1_over_t,5747,0,,,,,,,
2009-03-23,log_density,1150,5747,5.515828073519728,5.458981526921508,-2.016377359909228,0.99876979552096,0.962461488005161,0.05187440997356603,0.2981547449166215
2009-03-23,unweighted,5747,0,,,,,,,
2009-03-23,1_over_t,5747,0,,,,,,,
2009-03-30,log_density,1150,5747,5.4871150503136334,5.438328786943644,-1.9860108323682653,0.9987488101800052,0.9625287324946722,0.051691005110495916,0.2978875759560264
2009-03-30,unweighted,5747,0,,,,,,,
2009-03-30,1_over_t,5747,0,,,,,,,
2009-04-06,log_density,1150,5747,5.461880845197534,5.417596085247612,-1.9579202117476875,0.9987189193345904,0.9625934739569257,0.051475976105621435,0.29763012516756693
2009-04-06,unweighted,5747,0,,,,,,,
2009-04-06,1_over_t,5747,0,,,,,,,
2009-04-13,log_density,1150,5747,5.440075760658338,5.396781514130026,-1.932757010968139,0.9987013652251657,0.9626555971031903,0.05109524369674879,0.2973828768279204
2009-04-13,unweighted,5747,0,,,,,,,
2009-04-13,1_over_t,5747,0,,,,,,,
2009-04-20,log_density,1150,5747,5.423603440757013,5.375883092931774,-1.9114118894929,0.998674878181433,0.9627149808205755,0.050633496040832,0.2971463390152377
2009-04-20,unweighted,5747,0,,,,,,,
2009-04-20,1_over_t,5747,0,,,,,,,
2009-04-27,log_density,1150,5747,5.407159004818993,5.354898764110869,-1.890383514050285,0.9986363912716018,0.9627714978049862,0.05026633116626901,0.2969210449928215
2009-04-27,unweighted,5747,0,,,,,,,
2009-04-27,1_over_t,5747,0,,,,,,,
2009-05-04,log_density,1150,5747,5.382146138084825,5.333826389040402,-1.8616576282829018,0.9986162554464257,0.9628250141654802,0.0501035117348737,0.29670755469088445
2009-05-04,unweighted,5747,0,,,,,,,
2009-05-04,1_over_t,5747,0,,,,,,,
2009-05-11,log_density,1150,5747,5.365209907625978,5.312663743506743,-1.83950612689069,0.9985923048993116,0.9628753889973406,0.04950424814925149,0.29650645629488465
2009-05-11,unweighted,5747,0,,,,,,,
2009-05-11,1_over_t,5747,0,,,,,,,
2009-05-18,log_density,1150,5747,5.3402196643519915,5.291408512881591,-1.8104775826318473,0.9985553012333036,0.962922473920871,0.049262251614859545,0.29631836794983074
2009-05-18,unweighted,5747,0,,,,,,,
2009-05-18,1_over_t,5747,0,,,,,,,
2009-05-25,log_density,1150,5747,5.31719646983359,5.270058286939261,-1.7840466306639655,0.9985296047964834,0.962966112582591,0.04899599671988725,0.29614393959094637
2009-05-25,unweighted,5747,0,,,,,,,
2009-05-25,1_over_t,5747,0,,,,,,,
2009-06-01,log_density,1150,5747,5.29461000205518,5.248610554285732,-1.7574269838320262,0.9984924300043182,0.9630061401151202,0.04898152482149427,0.2959838549122143
2009-06-01,unweighted,5747,0,,,,,,,
2009-06-01,1_over_t,5747,0,,,,,,,
2009-06-08,log_density,1150,5747,5.269874743863248,5.227062696364127,-1.7292116784322005,0.9984617659433649,0.9630423825516141,0.049075200598098265,0.29583883348558904
2009-06-08,unweighted,5747,0,,,,,,,
2009-06-08,1_over_t,5747,0,,,,,,,
2009-06-15,log_density,1150,5747,5.247644169481369,5.205411980995964,-1.702549811194146,0.9983969967391335,0.9630746561901178,0.04897819683189645,0.2957096330451101
2009-06-15,unweighted,5747,0,,,,,,,
2009-06-15,1_over_t,5747,0,,,,,,,
2009-06-22,log_density,1150,5747,5.225335112035424,5.183655555414261,-1.6767490612952756,0.9983521327918213,0.9631027669026484,0.049217582671434085,0.2955970519517755
2009-06-22,unweighted,5747,0,,,,,,,
2009-06-22,1_over_t,5747,0,,,,,,,
2009-06-29,log_density,1150,5747,5.204322674978226,5.161790438737637,-1.6519639495894438,0.9983064924273523,0.9631265093831807,0.049472957374581454,0.29550193185688867
2009-06-29,unweighted,5747,0,,,,,,,
2009-06-29,1_over_t,5747,0,,,,,,,
2009-07-06,log_density,1150,5747,5.184402841470586,5.139813513830961,-1.6283631688988862,0.9982566308999097,0.9631456663279778,0.049864692868253783,0.2954251605837006
2009-07-06,unweighted,5747,0,,,,,,,
2009-07-06,1_over_t,5747,0,,,,,,,
2009-07-13,log_density,1150,5747,5.162585823936126,5.117721518488747,-1.6022100125318985,0.9981942971049065,0.9631600075408827,0.050236560762126674,0.2953676752495752
2009-07-13,unweighted,5747,0,,,,,,,
2009-07-13,1_over_t,5747,0,,,,,,,
2009-07-20,log_density,1149,5743,5.131051123816149,5.095904392450547,-1.56944247341313,0.9981638436252925,0.9629645902867385,0.05055134616778316,0.2954201475812594
2009-07-20,unweighted,5743,0,,,,,,,
2009-07-20,1_over_t,5743,0,,,,,,,
2009-07-27,log_density,1148,5736,5.110288134273738,5.073189727907521,-1.5451388093631095,0.9980643058058138,0.962587386317815,0.05101664283583282,0.2955732559126928
2009-07-27,unweighted,5736,0,,,,,,,
2009-07-27,1_over_t,5736,0,,,,,,,
2009-08-03,log_density,1146,5729,5.091861651823223,5.050378299178228,-1.5231972616462386,0.9979425588194395,0.9621971321121883,0.05133604895297655,0.2957527484749603
2009-08-03,unweighted,5729,0,,,,,,,
2009-08-03,1_over_t,5729,0,,,,,,,
2009-08-10,log_density,1145,5722,5.069754044193502,5.0273912014053055,-1.4982394286890468,0.9978539997809147,0.9617939157613424,0.05173703061161014,0.2959522771924506
2009-08-10,unweighted,5722,0,,,,,,,
2009-08-10,1_over_t,5722,0,,,,,,,
2009-08-17,log_density,1143,5715,5.052122216739036,5.004474608267588,-1.477035841955562,0.9977098022056439,0.9613794064369318,0.05202335071312601,0.29617834540081983
2009-08-17,unweighted,5715,0,,,,,,,
2009-08-17,1_over_t,5715,0,,,,,,,
2009-08-24,log_density,1142,5708,5.023791334318901,4.981245592604267,-1.4470848041503817,0.9976178422454425,0.960950517446755,0.05222939008483347,0.2964193837563257
2009-08-24,unweighted,5708,0,,,,,,,
2009-08-24,1_over_t,5708,0,,,,,,,
2009-08-31,log_density,1141,5701,5.001477583844341,4.957595426769279,-1.4222680035180488,0.9975259889850844,0.9605067703955057,0.05272434611944763,0.29666905659403897
2009-08-31,unweighted,5701,0,,,,,,,
2009-08-31,1_over_t,5701,0,,,,,,,
2009-09-07,log_density,1139,5694,4.9795492248519295,4.93343551733236,-1.3984273498244235,0.9974487890229021,0.9600487504410773,0.05327770945144176,0.29691789239584077
2009-09-07,unweighted,5694,0,,,,,,,
2009-09-07,1_over_t,5694,0,,,,,,,
2009-09-14,log_density,1138,5687,4.966607226967831,4.90903347538696,-1.3805591150079337,0.9972821273956755,0.9595763631814526,0.05372844639077936,0.2971805442432899
2009-09-14,unweighted,5687,0,,,,,,,
2009-09-14,1_over_t,5687,0,,,,,,,
2009-09-21,log_density,1136,5680,4.948843287681289,4.884306515698445,-1.3595791257681107,0.9971456853792869,0.9590898623826007,0.054184463370434637,0.29744936583265474
2009-09-21,unweighted,5680,0,,,,,,,
2009-09-21,1_over_t,5680,0,,,,,,,
2009-09-28,log_density,1135,5673,4.931549238447147,4.859330354977986,-1.3389772907111777,0.9969577574005568,0.9585886085287441,0.054551874191451404,0.2977296934698031
2009-09-28,unweighted,5673,0,,,,,,,
2009-09-28,1_over_t,5673,0,,,,,,,
2009-10-05,log_density,1134,5666,4.914377143787995,4.834008916235153,-1.3180452687933677,0.99669518044853,0.9580733388133181,0.054914789548777064,0.2980111770481496
2009-10-05,unweighted,5666,0,,,,,,,
2009-10-05,1_over_t,5666,0,,,,,,,
2009-10-12,log_density,1132,5659,4.891356941773054,4.809821857651002,-1.2930728455109914,0.9965533051960344,0.9575328734518291,0.05518399671452438,0.29842492571210755
2009-10-12,unweighted,5659,0,,,,,,,
2009-10-12,1_over_t,5659,0,,,,,,,
2009-10-19,log_density,1131,5652,4.869263825447934,4.786529751136524,-1.2685134470725572,0.9964899642950855,0.9569717767941964,0.055481415470306,0.2989381559611482
2009-10-19,unweighted,5652,0,,,,,,,
2009-10-19,1_over_t,5652,0,,,,,,,
2009-10-26,log_density,1129,5645,4.841241295677683,4.76371741851992,-1.2402943382524363,0.996358657416429,0.9563967829232053,0.055908066024467754,0.29949967484613543
2009-10-26,unweighted,5645,0,,,,,,,
2009-10-26,1_over_t,5645,0,,,,,,,
2009-11-02,log_density,1128,5638,4.818740793570633,4.743222294897263,-1.215788001807482,0.9962823656729424,0.9558370878969029,0.056179733406479686,0.3001214337999804
2009-11-02,unweighted,5638,0,,,,,,,
2009-11-02,1_over_t,5638,0,,,,,,,
2009-11-09,log_density,1127,5631,4.79485925628385,4.724170444600732,-1.1902304462899096,0.9961565171577885,0.9553092226866986,0.056569271497426105,0.3006944314425576
2009-11-09,unweighted,5631,0,,,,,,,
2009-11-09,1_over_t,5631,0,,,,,,,
2009-11-16,log_density,1125,5624,4.769484590351233,4.704749936129781,-1.164137171906141,0.9960296739049725,0.9547527146372798,0.056865933334280645,0.30131879307023396
2009-11-16,unweighted,5624,0,,,,,,,
2009-11-16,1_over_t,5624,0,,,,,,,
2009-11-23,log_density,1124,5617,4.74581627764308,4.685507152592702,-1.139031074175609,0.9959539584171818,0.9541869943573776,0.05716728462919246,0.30195962664453374
2009-11-23,unweighted,5617,0,,,,,,,
2009-11-23,1_over_t,5617,0,,,,,,,
2009-11-30,log_density,1122,5610,4.723390408437972,4.665978346902638,-1.1149444331763085,0.9958836854480051,0.9535993518994679,0.05732857614843454,0.302629965663359
2009-11-30,unweighted,5610,0,,,,,,,
2009-11-30,1_over_t,5610,0,,,,,,,
2009-12-07,log_density,1121,5603,4.698174912357452,4.645224238861782,-1.089285143365803,0.9957516770064668,0.9529641956831009,0.057660895490788455,0.3033528879748609
2009-12-07,unweighted,5603,0,,,,,,,
2009-12-07,1_over_t,5603,0,,,,,,,
2009-12-14,log_density,1120,5596,4.670395875013668,4.624057408825847,-1.0615184456240812,0.9955966105431115,0.9523027715389532,0.05799406689306316,0.3041044517322971
2009-12-14,unweighted,5596,0,,,,,,,
2009-12-14,1_over_t,5596,0,,,,,,,
2009-12-21,log_density,1118,5589,4.641268114604472,4.603361786101711,-1.0326344054737788,0.9953956508542007,0.9516315257116094,0.05829323287185591,0.30488581845822443
2009-12-21,unweighted,5589,0,,,,,,,
2009-12-21,1_over_t,5589,0,,,,,,,
2009-12-28,log_density,1117,5582,4.6156908268285015,4.582552152415061,-1.0063887873980768,0.9952906112139632,0.9509392679067353,0.05853718539759996,0.30569472910624973
2009-12-28,unweighted,5582,0,,,,,,,
2009-12-28,1_over_t,5582,0,,,,,,,
2010-01-04,log_density,1115,5575,4.589908569157899,4.562301340848641,-0.980403011554845,0.9951758482821949,0.9502404186493965,0.05865937151143927,0.306527773272546
2010-01-04,unweighted,5575,0,,,,,,,
2010-01-04,1_over_t,5575,0,,,,,,,
2010-01-11,log_density,1114,5568,4.565951093674428,4.542133193949678,-0.9553303002344933,0.9950637163728429,0.9495245892507388,0.05882058673379448,0.30738667921739754
2010-01-11,unweighted,5568,0,,,,,,,
2010-01-11,1_over_t,5568,0,,,,,,,
2010-01-18,log_density,1113,5561,4.54149218771283,4.522572655182833,-0.9300146405152176,0.9948972876227552,0.9488069152377818,0.05892938416430691,0.30825809945548294
2010-01-18,unweighted,5561,0,,,,,,,
2010-01-18,1_over_t,5561,0,,,,,,,
2010-01-25,log_density,1111,5554,4.511054248052542,4.5030641585533,-0.8999174880289971,0.9947769631919958,0.9480724820753518,0.058932791077940354,0.3091519420015228
2010-01-25,unweighted,5554,0,,,,,,,
2010-01-25,1_over_t,5554,0,,,,,,,
2010-02-01,log_density,1110,5547,4.4932384473949725,4.4843736379013635,-0.8797299078011847,0.9947202537153755,0.9473482683748488,0.059019458257551644,0.31003626454493916
2010-02-01,unweighted,5547,0,,,,,,,
2010-02-01,1_over_t,5547,0,,,,,,,
2010-02-08,log_density,1108,5540,4.475543282344802,4.468481241817183,-0.8594267521630741,0.9946711357764183,0.946743322972585,0.058981989411779547,0.3107156917174837
2010-02-08,unweighted,5540,0,,,,,,,
2010-02-08,1_over_t,5540,0,,,,,,,
2010-02-15,log_density,1107,5533,4.452330133406324,4.453594462697588,-0.8348608936075514,0.9946440555885527,0.946191055440674,0.05902929546622483,0.31128178938975914
2010-02-15,unweighted,5533,0,,,,,,,
2010-02-15,1_over_t,5533,0,,,,,,,
2010-02-22,log_density,1106,5526,4.435685303918479,4.4380756475664525,-0.8152556717318973,0.9945939331150367,0.9455861959309675,0.05908935185193449,0.31194394093428096
2010-02-22,unweighted,5526,0,,,,,,,
2010-02-22,1_over_t,5526,0,,,,,,,
2010-03-01,log_density,1104,5519,4.416406183627146,4.422307132660791,-0.7938061005174859,0.9945418370237915,0.9449513303344905,0.05906748858628147,0.31265678947635456
2010-03-01,unweighted,5519,0,,,,,,,
2010-03-01,1_over_t,5519,0,,,,,,,
2010-03-08,log_density,1103,5512,4.392305576352243,4.406125005461981,-0.7691945497047286,0.994523324966148,0.9442775270835406,0.05914020502234739,0.3134329125055105
2010-03-08,unweighted,5512,0,,,,,,,
2010-03-08,1_over_t,5512,0,,,,,,,
2010-03-15,log_density,1101,5505,4.371082036677652,4.389672626404122,-0.7464929419892581,0.9945036221735831,0.9435725629128501,0.05912522821386561,0.314256281407989
2010-03-15,unweighted,5505,0,,,,,,,
2010-03-15,1_over_t,5505,0,,,,,,,
2010-03-22,log_density,1100,5498,4.3475925705214955,4.372422798462855,-0.722420811278937,0.9944818451094717,0.9428088759447862,0.05921407060439531,0.31516691093121857
2010-03-22,unweighted,5498,0,,,,,,,
2010-03-22,1_over_t,5498,0,,,,,,,
2010-03-29,log_density,1099,5491,4.324259291460383,4.355243977957761,-0.6981006191457109,0.9944461102813155,0.9420303200398057,0.059293057980953266,0.3160951897192291
2010-03-29,unweighted,5491,0,,,,,,,
2010-03-29,1_over_t,5491,0,,,,,,,
2010-04-05,log_density,1097,5484,4.302371725639784,4.337244620371313,-0.6747239216298002,0.9944191611800797,0.9411942482309996,0.05930384928929962,0.3170974377295937
2010-04-05,unweighted,5484,0,,,,,,,
2010-04-05,1_over_t,5484,0,,,,,,,
2010-04-12,log_density,1096,5477,4.282206285199273,4.319067011607916,-0.6527932773265803,0.9944071613568854,0.9403283719813709,0.059369255185728526,0.31813655054980544
2010-04-12,unweighted,5477,0,,,,,,,
2010-04-12,1_over_t,5477,0,,,,,,,
2010-04-19,log_density,1094,5470,4.257013527065606,4.302364140360708,-0.6276472681776024,0.9943860704402152,0.9395144528807684,0.059403117953293574,0.31910333817499664
2010-04-19,unweighted,5470,0,,,,,,,
2010-04-19,1_over_t,5470,0,,,,,,,
2010-04-26,log_density,1093,5463,4.232068687215261,4.287168288244217,-0.602747376864766,0.9943669859972374,0.938778282115495,0.05949374310272752,0.3199353902697138
2010-04-26,unweighted,5463,0,,,,,,,
2010-04-26,1_over_t,5463,0,,,,,,,
2010-05-03,log_density,1092,5456,4.212062784894847,4.275358095780778,-0.5815471787513786,0.9943311587223098,0.938318541851581,0.05961319554421762,0.3202324419373819
2010-05-03,unweighted,5456,0,,,,,,,
2010-05-03,1_over_t,5456,0,,,,,,,
2010-05-10,log_density,1090,5449,4.198622017976987,4.265183598605022,-0.5647576334175,0.9942340480560445,0.938021619952721,0.05984287315159462,0.3201931073025265
2010-05-10,unweighted,5449,0,,,,,,,
2010-05-10,1_over_t,5449,0,,,,,,,
2010-05-17,log_density,1089,5442,4.182726363694281,4.258358917804322,-0.5463773849765481,0.9940679561985352,0.9381574439407442,0.060260198344946864,0.31921134663312806
2010-05-17,unweighted,5442,0,,,,,,,
2010-05-17,1_over_t,5442,0,,,,,,,
2010-05-24,log_density,1087,5435,4.169469366949464,4.2512787946232695,-0.5295385047096381,0.9939174526466735,0.9382577624488878,0.060655870101917427,0.3183092649873314
2010-05-24,unweighted,5435,0,,,,,,,
2010-05-24,1_over_t,5435,0,,,,,,,
2010-05-31,log_density,1086,5428,4.152152661994229,4.24534305465672,-0.5096440805109239,0.9938529141556578,0.9385295443750542,0.06089565159168751,0.3170229906684599
2010-05-31,unweighted,5428,0,,,,,,,
2010-05-31,1_over_t,5428,0,,,,,,,
2010-06-07,log_density,1085,5421,4.134979331926225,4.242248810089307,-0.4903175780877653,0.9936336775571075,0.9392870701548175,0.061619027052176915,0.3146119122700889
2010-06-07,unweighted,5421,0,,,,,,,
2010-06-07,1_over_t,5421,0,,,,,,,
2010-06-14,log_density,1083,5414,4.1275147695067815,4.2416964039949825,-0.47644073341450976,0.9930782587148831,0.9405339669055338,0.06386632501225836,0.31102338470260643
2010-06-14,unweighted,5414,0,,,,,,,
2010-06-14,1_over_t,5414,0,,,,,,,
2010-06-21,log_density,1082,5407,4.123950316982672,4.239462305496032,-0.4663492946632193,0.9928780987199731,0.9414676730281482,0.06561643146652654,0.30816303803230705
2010-06-21,unweighted,5407,0,,,,,,,
2010-06-21,1_over_t,5407,0,,,,,,,
2010-06-28,log_density,1080,5400,4.132565430980764,4.237338650118018,-0.4641899242359937,0.9926096356645386,0.9424326729881769,0.06758732408315218,0.305209972630917
2010-06-28,unweighted,5400,0,,,,,,,
2010-06-28,1_over_t,5400,0,,,,,,,
2010-07-05,log_density,1079,5393,4.151312151021948,4.234218649010249,-0.47001788385563614,0.9924901039027466,0.9432313433955681,0.06836302218963144,0.3026418602122802
2010-07-05,unweighted,5393,0,,,,,,,
2010-07-05,1_over_t,5393,0,,,,,,,
2010-07-12,log_density,1078,5386,4.155656260816805,4.231049224648747,-0.46598677821858203,0.9922735288781149,0.9440324400719127,0.0690734384143569,0.300055025562903
2010-07-12,unweighted,5386,0,,,,,,,
2010-07-12,1_over_t,5386,0,,,,,,,
2010-07-19,log_density,1076,5379,4.153398055627509,4.227580637491086,-0.45742632675747963,0.9919995860646174,0.9447936181431209,0.07021752778428221,0.29755241836545704
2010-07-19,unweighted,5379,0,,,,,,,
2010-07-19,1_over_t,5379,0,,,,,,,
2010-07-26,log_density,1075,5372,4.1509890562950105,4.22409857615358,-0.4482840966711805,0.9917617595992742,0.9455644733798387,0.07102800043383287,0.29501368182075105
2010-07-26,unweighted,5372,0,,,,,,,
2010-07-26,1_over_t,5372,0,,,,,,,
2010-08-02,log_density,1073,5365,4.152390686260411,4.220406642064452,-0.4401264052684475,0.9915348748134831,0.9463119908893166,0.07163708988798664,0.2925196461048314
2010-08-02,unweighted,5365,0,,,,,,,
2010-08-02,1_over_t,5365,0,,,,,,,
2010-08-09,log_density,1072,5358,4.161248796076915,4.214663170663694,-0.4341047876769437,0.9912695896937302,0.9467433723591123,0.07162021536528533,0.2907899259046819
2010-08-09,unweighted,5358,0,,,,,,,
2010-08-09,1_over_t,5358,0,,,,,,,
2010-08-16,log_density,1071,5351,4.1673262975527905,4.209274896640412,-0.4280298844598214,0.9909512089358753,0.9472358168430437,0.07178565432622686,0.28890821782842907
2010-08-16,unweighted,5351,0,,,,,,,
2010-08-16,1_over_t,5351,0,,,,,,,
2010-08-23,log_density,1069,5344,4.197265599742231,4.204327533843605,-0.43958984670221213,0.9904492994953243,0.9478069076867907,0.07157550290239607,0.28682775193343113
2010-08-23,unweighted,5344,0,,,,,,,
2010-08-23,1_over_t,5344,0,,,,,,,
2010-08-30,log_density,1068,5337,4.2233328352103925,4.198374636736789,-0.4499630282070477,0.9899471026055578,0.9482354347006708,0.07120337307544429,0.28509077296076113
2010-08-30,unweighted,5337,0,,,,,,,
2010-08-30,1_over_t,5337,0,,,,,,,
2010-09-06,log_density,1066,5330,4.287277431815255,4.191410029809865,-0.4894741522048207,0.9897621042514372,0.9485265845206238,0.07100214324259116,0.2836848381685348
2010-09-06,unweighted,5330,0,,,,,,,
2010-09-06,1_over_t,5330,0,,,,,,,
2010-09-13,log_density,1065,5323,4.299642778254793,4.182695626572314,-0.49179148929306393,0.989483062514939,0.9485956974405493,0.0717003989212205,0.28280680283885634
2010-09-13,unweighted,5323,0,,,,,,,
2010-09-13,1_over_t,5323,0,,,,,,,
2010-09-20,log_density,1064,5316,4.323789142760177,4.1730246671453655,-0.5026850272636239,0.9890320777171854,0.948553226095465,0.07287040892666095,0.2821879889843042
2010-09-20,unweighted,5316,0,,,,,,,
2010-09-20,1_over_t,5316,0,,,,,,,
2010-09-27,log_density,1062,5309,4.31470670305157,4.16359300776131,-0.48943609628520335,0.9888077566092515,0.9485404091890852,0.07335084603869096,0.2814994305106657
2010-09-27,unweighted,5309,0,,,,,,,
2010-09-27,1_over_t,5309,0,,,,,,,
2010-10-04,log_density,1061,5302,4.304221013777635,4.15339075695968,-0.47490029375683207,0.9885721396038535,0.9484423606157835,0.07400752717933351,0.28100381641386013
2010-10-04,unweighted,5302,0,,,,,,,
2010-10-04,1_over_t,5302,0,,,,,,,
2010-10-11,log_density,1059,5295,4.285374756624094,4.142447515870513,-0.4546450436866394,0.9883700681698304,0.948267997730803,0.07439283956560745,0.2806749187157637
2010-10-11,unweighted,5295,0,,,,,,,
2010-10-11,1_over_t,5295,0,,,,,,,
2010-10-18,log_density,1058,5288,4.270669288782415,4.1302528358655035,-0.4372481781716715,0.9881523016070237,0.9479747416489425,0.0749198315023843,0.28059614970644847
2010-10-18,unweighted,5288,0,,,,,,,
2010-10-18,1_over_t,5288,0,,,,,,,
2010-10-25,log_density,1057,5281,4.2523867736717875,4.116110850038583,-0.41730116859025657,0.987897631480023,0.947516863857094,0.07552229568327119,0.2808428478939958
2010-10-25,unweighted,5281,0,,,,,,,
2010-10-25,1_over_t,5281,0,,,,,,,
2010-11-01,log_density,1055,5274,4.218600809484485,4.1028528837988505,-0.38661980974171684,0.9878221690720819,0.9471183134645116,0.07557587089017732,0.2809698076201073
2010-11-01,unweighted,5274,0,,,,,,,
2010-11-01,1_over_t,5274,0,,,,,,,
2010-11-08,log_density,1054,5267,4.207997778251865,4.089247259413568,-0.37206748900814546,0.987519735758173,0.9466853442417228,0.07633024482235781,0.2811577360787716
2010-11-08,unweighted,5267,0,,,,,,,
2010-11-08,1_over_t,5267,0,,,,,,,
2010-11-15,log_density,1052,5260,4.214682174950212,4.075176011344217,-0.37005765910168975,0.9869871903062618,0.9462113902722491,0.07745649973418854,0.28141443306249364
2010-11-15,unweighted,5260,0,,,,,,,
2010-11-15,1_over_t,5260,0,,,,,,,
2010-11-22,log_density,1051,5253,4.248767270375538,4.059681364156368,-0.38904706299194913,0.9859525440817617,0.9456343214573246,0.08006676138794772,0.2818409671085568
2010-11-22,unweighted,5253,0,,,,,,,
2010-11-22,1_over_t,5253,0,,,,,,,
2010-11-29,log_density,1050,5246,4.254741560136594,4.044718009835057,-0.38723044418675556,0.98527810835328,0.9450829824031505,0.08128462539221006,0.2822151383691172
2010-11-29,unweighted,5246,0,,,,,,,
2010-11-29,1_over_t,5246,0,,,,,,,
2010-12-06,log_density,1048,5239,4.252939082489661,4.030101099356857,-0.37907537297417093,0.9847014698337645,0.9445393109504275,0.08245726740240981,0.28257517687650413
2010-12-06,unweighted,5239,0,,,,,,,
2010-12-06,1_over_t,5239,0,,,,,,,
2010-12-13,log_density,1047,5232,4.265420866575283,4.015627389695751,-0.38257466478415836,0.9839365628328588,0.9439948829066075,0.0832465421121444,0.2829303363842226
2010-12-13,unweighted,5232,0,,,,,,,
2010-12-13,1_over_t,5232,0,,,,,,,
2010-12-20,log_density,1045,5225,4.25928204852913,4.00154097830993,-0.37173401239120096,0.9835757432605868,0.9434689094964434,0.08331091623954034,0.28324715978206916
2010-12-20,unweighted,5225,0,,,,,,,
2010-12-20,1_over_t,5225,0,,,,,,,
2010-12-27,log_density,1044,5218,4.255425073832797,3.9882899654620267,-0.362693573610386,0.9831402131067452,0.942997583764092,0.08266433173012148,0.2834637530039899
2010-12-27,unweighted,5218,0,,,,,,,
2010-12-27,1_over_t,5218,0,,,,,,,
2011-01-03,log_density,1043,5211,4.24991698948034,3.9755229693848295,-0.3520562042145343,0.9827820131136706,0.9425601705816565,0.08241667157870732,0.2836132596277077
2011-01-03,unweighted,5211,0,,,,,,,
2011-01-03,1_over_t,5211,0,,,,,,,
2011-01-10,log_density,1041,5204,4.250770001788169,3.9644633051670604,-0.3469626464291764,0.9827722129208046,0.9422797477550205,0.08033260230300038,0.283464910773568
2011-01-10,unweighted,5204,0,,,,,,,
2011-01-10,1_over_t,5204,0,,,,,,,
2011-01-17,log_density,1040,5197,4.246439838451053,3.9535919237313504,-0.3380676410288217,0.9824479551164815,0.9420160026855021,0.08012567930637429,0.283281165662205
2011-01-17,unweighted,5197,0,,,,,,,
2011-01-17,1_over_t,5197,0,,,,,,,
2011-01-24,log_density,1038,5190,4.238715959020155,3.942209598547156,-0.3258761972038613,0.9822973492452886,0.9416975401650286,0.07942569181443752,0.28319675484263623
2011-01-24,unweighted,5190,0,,,,,,,
2011-01-24,1_over_t,5190,0,,,,,,,
2011-01-31,log_density,1037,5183,4.22984286536871,3.929967113297964,-0.3128324760162897,0.9820110882256814,0.9412938877781558,0.07914592736488353,0.28326207096071876
2011-01-31,unweighted,5183,0,,,,,,,
2011-01-31,1_over_t,5183,0,,,,,,,
2011-02-07,log_density,1036,5176,4.221094360915529,3.9177961524265865,-0.3003216800185555,0.9817714862964779,0.9408914463342705,0.07826887986139813,0.2833198813817837
2011-02-07,unweighted,5176,0,,,,,,,
2011-02-07,1_over_t,5176,0,,,,,,,
2011-02-14,log_density,1034,5169,4.213676483384731,3.9051976826902965,-0.2886663983121238,0.9815583127699741,0.9404456600519471,0.0781778956934325,0.2834469179246113
2011-02-14,unweighted,5169,0,,,,,,,
2011-02-14,1_over_t,5169,0,,,,,,,
2011-02-21,log_density,1033,5162,4.203021194195301,3.891177559957327,-0.2742497210682586,0.9813245631426141,0.9398780614084363,0.07808745911063897,0.2837653763156376
2011-02-21,unweighted,5162,0,,,,,,,
2011-02-21,1_over_t,5162,0,,,,,,,
