t0_date,weighting,n_fit,n_holdout,beta_ols,beta_qr,alpha_ols,r2_fit,r2_holdout,sigma_fit,sigma_holdout
2007-02-26,log_density,1150,5747,7.541884211552574,7.426333368225677,-4.70011697686795,0.9919858472074828,0.9507257178326419,0.19718856601244983,0.3415964522706031
2007-02-26,unweighted,5747,0,,,,,,,
2007-02-26,1_over_t,5747,0,,,,,,,
2007-03-05,log_density,1150,5747,7.526908017051635,7.4095290724598915,-4.6779980944738355,0.9920718717120123,0.9508381187582902,0.19587686508915694,0.3412066172779955
2007-03-05,unweighted,5747,0,,,,,,,
2007-03-05,1_over_t,5747,0,,,,,,,
2007-03-12,log_density,1150,5747,7.508137903952846,7.392708375464816,-4.651133450136779,0.9920881246859243,0.9509507037188931,0.19531456893477328,0.34081569700523634
2007-03-12,unweighted,5747,0,,,,,,,
2007-03-12,1_over_t,5747,0,,,,,,,
2007-03-19,log_density,1150,5747,7.48836632338279,7.375871112355754,-4.623649690738215,0.9920960699692561,0.9510634705758855,0.19486413552027798,0.3404236951519244
2007-03-19,unweighted,5747,0,,,,,,,
2007-03-19,1_over_t,5747,0,,,,,,,
2007-03-26,log_density,1150,5747,7.46884666707113,7.359017115755629,-4.596323279045553,0.9920883388103653,0.9511764171104443,0.1943980288765949,0.3400306157038511
2007-03-26,unweighted,5747,0,,,,,,,
2007-03-26,1_over_t,5747,0,,,,,,,
2007-04-02,log_density,1150,5747,7.449424268248801,7.342146215744103,-4.569061935980091,0.9920676420718199,0.9512895410210692,0.193929836479626,0.3396364629432142
2007-04-02,unweighted,5747,0,,,,,,,
2007-04-02,1_over_t,5747,0,,,,,,,
2007-04-09,log_density,1150,5747,7.429795890822758,7.325258239805016,-4.541711811450625,0.9920947431221018,0.9514028399210832,0.1934202201934352,0.33924124145919266
2007-04-09,unweighted,5747,0,,,,,,,
2007-04-09,1_over_t,5747,0,,,,,,,
2007-04-16,log_density,1150,5747,7.411007472013836,7.308353012771621,-4.515474786275021,0.9920889430986642,0.9515163113360515,0.19268014270592745,0.33884495615889854
2007-04-16,unweighted,5747,0,,,,,,,
2007-04-16,1_over_t,5747,0,,,,,,,
2007-04-23,log_density,1150,5747,7.394343125237917,7.291430356771883,-4.4915535102690995,0.9921377266891729,0.9516299527011143,0.1915911208015797,0.3384476122787186
2007-04-23,unweighted,5747,0,,,,,,,
2007-04-23,1_over_t,5747,0,,,,,,,
2007-04-30,log_density,1150,5747,7.3745042707131105,7.274490091170867,-4.463903224706343,0.9921297553102556,0.9517437613582305,0.19114710883946082,0.33804921539606203
2007-04-30,unweighted,5747,0,,,,,,,
2007-04-30,1_over_t,5747,0,,,,,,,
2007-05-07,log_density,1150,5747,7.355979568615169,7.25753203251216,-4.437817080978899,0.9921538071144366,0.9518577345533302,0.1904196886941396,0.33764977144152813
2007-05-07,unweighted,5747,0,,,,,,,
2007-05-07,1_over_t,5747,0,,,,,,,
2007-05-14,log_density,1150,5747,7.337808428364291,7.240555994458031,-4.412161758271047,0.9921765695530284,0.9519718694333708,0.1896165539130204,0.33724928671151333
2007-05-14,unweighted,5747,0,,,,,,,
2007-05-14,1_over_t,5747,0,,,,,,,
2007-05-21,log_density,1150,5747,7.320005605477483,7.223561787727362,-4.387171367757727,0.9921875904514585,0.9520861630432933,0.18866275848230238,0.3368477678812715
2007-05-21,unweighted,5747,0,,,,,,,
2007-05-21,1_over_t,5747,0,,,,,,,
2007-05-28,log_density,1150,5747,7.3003338144658585,7.206549220032229,-4.359921644278359,0.9921910706934952,0.9522006123228773,0.1881102121110542,0.3364452220184476
2007-05-28,unweighted,5747,0,,,,,,,
2007-05-28,1_over_t,5747,0,,,,,,,
2007-06-04,log_density,1150,5747,7.28334310297106,7.189518096012525,-4.335819553384141,0.9922435210475413,0.9523152141034862,0.18697961253405532,0.3360416565971025
2007-06-04,unweighted,5747,0,,,,,,,
2007-06-04,1_over_t,5747,0,,,,,,,
2007-06-11,log_density,1150,5747,7.262910246240654,7.172468217169054,-4.307520567151823,0.9922319406578524,0.9524299651047031,0.18663543315736805,0.33563707951224797
2007-06-11,unweighted,5747,0,,,,,,,
2007-06-11,1_over_t,5747,0,,,,,,,
2007-06-18,log_density,1150,5747,7.245437379774955,7.155399381794452,-4.2830074588276545,0.9922903273679734,0.9525448619308506,0.1855414229401971,0.33523149909491307
2007-06-18,unweighted,5747,0,,,,,,,
2007-06-18,1_over_t,5747,0,,,,,,,
2007-06-25,log_density,1150,5747,7.225114755798785,7.138311384902451,-4.255094576062518,0.9923042512854773,0.9526599010673895,0.18506531425175402,0.3348249241277625
2007-06-25,unweighted,5747,0,,,,,,,
2007-06-25,1_over_t,5747,0,,,,,,,
2007-07-02,log_density,1150,5747,7.2087685450609555,7.121204018154745,-4.231720887699549,0.9923834704029842,0.9527750788771933,0.183787769216116,0.3344173638612891
2007-07-02,unweighted,5747,0,,,,,,,
2007-07-02,1_over_t,5747,0,,,,,,,
2007-07-09,log_density,1150,5747,7.192920493127502,7.104077069786228,-4.209040604337758,0.9924709233839171,0.9528903915966928,0.18232950802244793,0.33400882803060356
2007-07-09,unweighted,5747,0,,,,,,,
2007-07-09,1_over_t,5747,0,,,,,,,
