date,monthly_return
1990-02-01,0.01288353259631525
1990-03-01,0.02649930264993028
1990-04-01,-0.024945632271144658
1990-05-01,0.09748614836057112
1990-06-01,-0.0067546298298253316
1990-07-01,-0.0031957865551637266
1990-08-01,-0.09038451724322549
1990-09-01,-0.048667642873510775
1990-10-01,-0.004268064788185089
1990-11-01,0.06465247933171092
1990-12-01,0.02784687304263067
1991-01-01,0.04354924666915694
1991-02-01,0.07152531247026905
1991-03-01,0.024204564882854163
1991-04-01,0.002375127669998145
1991-05-01,0.04314857120998439
1991-06-01,-0.04581588078679122
1991-07-01,0.04661124629436686
1991-08-01,0.023677934280968982
1991-09-01,-0.016731099898111945
1991-10-01,0.013445443751709751
1991-11-01,-0.04029166714582877
1991-12-01,0.1143560809505324
1992-01-01,-0.01861850298119505
1992-02-01,0.012938169067248761
1992-03-01,-0.019442562480578074
1992-04-01,0.029367751773126116
1992-05-01,0.004883129565746769
1992-06-01,-0.01486766408325313
1992-07-01,0.040847151204826515
1992-08-01,-0.02046906244868807
1992-09-01,0.011755726428246405
1992-10-01,0.003459317160873443
1992-11-01,0.03404783399645672
1992-12-01,0.012276394499534549
1993-01-01,0.008349795845924879
1993-02-01,0.013641062756839295
1993-03-01,0.02109581925570647
1993-04-01,-0.02416832344102704
1993-05-01,0.026745286726485018
1993-06-01,0.002927258524635379
1993-07-01,-0.004027143020627899
1993-08-01,0.0379479616287679
1993-09-01,-0.007665876960749829
1993-10-01,0.02069038208052798
1993-11-01,-0.009544536378005786
1993-12-01,0.012094617814621511
1994-01-01,0.03400212409213976
1994-02-01,-0.027148031857292088
1994-03-01,-0.043599178737208644
1994-04-01,0.012823467332654825
1994-05-01,0.016418067580073803
1994-06-01,-0.02450462554836741
1994-07-01,0.03282562987253623
1994-08-01,0.04100673886365103
1994-09-01,-0.02444808490466921
1994-10-01,0.022455701545499585
1994-11-01,-0.03641737834437375
1994-12-01,0.01484257482318263
1995-01-01,0.025933181820639417
1995-02-01,0.038957756323572346
1995-03-01,0.02951191172664691
1995-04-01,0.029441520986486447
1995-05-01,0.03997785931732145
1995-06-01,0.023227308405139313
1995-07-01,0.03316140269647572
1995-08-01,0.002517394959303143
1995-09-01,0.04220027299868301
1995-10-01,-0.003573939368439305
1995-11-01,0.04388767039048891
1995-12-01,0.019264635826922394
1996-01-01,0.03403871360105204
1996-02-01,0.009267432057959324
1996-03-01,0.00962987778570401
1996-04-01,0.014738467405046585
1996-05-01,0.025789723664286113
1996-06-01,0.0038218551092887854
1996-07-01,-0.04418530620678418
1996-08-01,0.021092308755822353
1996-09-01,0.05629447193143711
1996-10-01,0.027576047999813058
1996-11-01,0.07558240948526596
1996-12-01,-0.01980715426767854
1997-01-01,0.06247044285363512
1997-02-01,0.00783770360486935
1997-03-01,-0.041089300080638824
1997-04-01,0.05969995117187499
1997-05-01,0.060885177412625335
1997-06-01,0.04480439454005114
1997-07-01,0.07956826273630013
1997-08-01,-0.05602305613106673
1997-09-01,0.05476148761776822
1997-10-01,-0.0333924979589848
1997-11-01,0.046288093333574754
1997-12-01,0.017174487535375427
1998-01-01,0.011063885458677314
1998-02-01,0.07212215081878459
1998-03-01,0.05121100528138989
1998-04-01,0.01006082070840364
1998-05-01,-0.017191949233958503
1998-06-01,0.04062106064639548
1998-07-01,-0.010648406567510094
1998-08-01,-0.1445797911846185
1998-09-01,0.06406214783555164
1998-10-01,0.08134137163763366
1998-11-01,0.06061338039105335
1998-12-01,0.05762434238255354
1999-01-01,0.041814094314613026
1999-02-01,-0.031077540090630795
1999-03-01,0.04000542222538894
1999-04-01,0.0387289748101558
1999-05-01,-0.023617469626537657
1999-06-01,0.0554974720577337
1999-07-01,-0.031223678146176548
1999-08-01,-0.004944566566077224
1999-09-01,-0.02741557116296167
1999-10-01,0.0632817745889036
1999-11-01,0.020326697001449734
1999-12-01,0.05889566385872813
2000-01-01,-0.05024243463299105
2000-02-01,-0.018928643255316957
2000-03-01,0.09782851593608966
2000-04-01,-0.03008567756591407
2000-05-01,-0.020518074050611235
2000-06-01,0.024653803216618586
2000-07-01,-0.01563468916411037
2000-08-01,0.06211387491366227
2000-09-01,-0.05279338309892001
2000-10-01,-0.004224048231164512
2000-11-01,-0.07883984036538372
2000-12-01,0.004894909789198598
2001-01-01,0.035474647939257586
2001-02-01,-0.09117767644550867
2001-03-01,-0.06335156255129415
2001-04-01,0.07770723325789963
2001-05-01,0.0067033448534032924
2001-06-01,-0.024341394216136458
2001-07-01,-0.009840633980667035
2001-08-01,-0.06260561460888525
2001-09-01,-0.08075145990236865
2001-10-01,0.019067619089267573
2001-11-01,0.0767084566152787
2001-12-01,0.008760521482973349
2002-01-01,-0.014595612773402378
2002-02-01,-0.01928104192581792
2002-03-01,0.03760735347665056
2002-04-01,-0.060630917535338225
2002-05-01,-0.007363921618852465
2002-06-01,-0.07123280071195381
2002-07-01,-0.07795494840008121
2002-08-01,0.006572365086236154
2002-09-01,-0.10868594935942699
2002-10-01,0.08801932150135228
2002-11-01,0.05885837669766247
2002-12-01,-0.05874359841255483
2003-01-01,-0.02619771773687818
2003-02-01,-0.01500647604598504
2003-03-01,0.009713072041577675
2003-04-01,0.08236863144850193
2003-05-01,0.05268255632734431
2003-06-01,0.01276119488078642
2003-07-01,0.017630598469141168
2003-08-01,0.019500459190277875
2003-09-01,-0.010620275441637683
2003-10-01,0.05657428235377493
2003-11-01,0.008798753918460855
2003-12-01,0.052442494785530425
2004-01-01,0.018355601647641606
2004-02-01,0.013898199327521343
2004-03-01,-0.015086177694809466
2004-04-01,-0.015699054476913554
2004-05-01,0.01372108446762721
2004-06-01,0.019449785205772452
2004-07-01,-0.033100401913040645
2004-08-01,0.0040473776533256345
2004-09-01,0.010829365571846328
2004-10-01,0.015277905797769442
2004-11-01,0.04046269730832286
2004-12-01,0.034028083334087356
2005-01-01,-0.02437831342660124
2005-02-01,0.021045948032373474
2005-03-01,-0.01770582337008797
2005-04-01,-0.018967694822626835
2005-05-01,0.031820717349376304
2005-06-01,0.0014194031576137967
2005-07-01,0.037187886344447474
2005-08-01,-0.009122981734058233
2005-09-01,0.00809492376261467
2005-10-01,-0.016670879068254152
2005-11-01,0.03782239719377234
